"","contrast","Depth","estimate","SE","df","t.ratio","p.value"
"2","Perf_LFP - Perf_MUAe","2",-0.0857028202196156,0.0327665229181297,56.5434782605225,-2.61556041310066,0.0114016686797963
"4","Perf_LFP - Perf_MUAe","4",-0.107168816970891,0.0315746115391511,56.5434782605225,-3.39414522449487,0.00126410326913957
