Corr_Session_LFP,Corr_Session_MUAe,R2_Session_LFP,R2_Session_MUAe,Corr_Shuffle_LFP,Corr_Shuffle_MUAe,R2_Shuffle_LFP,R2_Shuffle_MUAe,Bird_Name,Sex,Depths
-0.0286957373939982,0.163285108162215,0.0225503171782896,0.0413867098739348,-0.0115754318500691,-0.00440661168982106,0.0183486725410763,0.0232727985055187,F2,2,1
0.024932013737906,0.245941330691291,0.0193121096362238,0.0836724664853967,0.00755446487265225,0.0292945110535745,0.0164771441041815,0.0216580186776417,M2,1,2
0.356347221203328,0.280003507235976,0.159849074814055,0.103198556105296,-0.00434372322226342,0.0030047800716441,0.0208781207710741,0.0208118312346737,M2,1,2
0.502434450992841,0.46472678953023,0.274100652960844,0.238440634206284,-0.0162800595261668,-0.0199864513813142,0.0267334812539937,0.0257583420781218,F3,2,2
0.487281123772365,0.284856843210122,0.262650297190014,0.101732525700017,0.00919777036434617,-0.00198857263188295,0.0212845740812094,0.0190404649707123,M1,1,2
-0.00942787346260209,0.285532194202896,0.0263265503777398,0.102489043967892,-0.00681597219808019,-0.0181429584742213,0.0186804702886158,0.0202367649753087,F1,2,2
0.492219877020068,0.399326477785043,0.264874734661796,0.177706572142514,-0.0195413193309949,-0.0014979073881808,0.0137127010212658,0.0241134286924951,M1,1,2
0.605998127427568,0.630518779285896,0.39766072293362,0.414448676339115,0.0114039107527277,-0.00683592228102143,0.0260196748923102,0.0208053755662454,M2,1,3
0.581559568298566,0.575939476573246,0.357404624912101,0.347355883725932,-0.0230354906266991,0.0294591741819918,0.0228322549503367,0.0173724257458809,M1,1,3
0.575688147473268,0.617224353080435,0.372047243974148,0.40348213376143,0.0164935700779848,-0.0465951340198723,0.0208668989715097,0.0194832221653187,M2,1,3
0.595291086408839,0.720068289183522,0.381794010655264,0.534307436996631,-0.0308646165554407,0.027950798774343,0.0194133926478526,0.0213204096576935,M2,1,3
0.0228328827783427,0.620816752349834,0.0237622374296188,0.398347799181938,-0.0185645176388435,-0.0176772976570294,0.0160206057052,0.0165839297696335,F1,2,3
0.144779641961376,0.681031564443375,0.0459549568363072,0.480016589164734,0.00727842424436426,-0.0242987386934823,0.0208207645512856,0.0166930186247126,F1,2,3
0.598257219487015,0.557000322612109,0.382388259304894,0.331957659456465,0.0322801698226601,-0.02633588758568,0.0208312776938358,0.0199116254103459,M1,1,3
0.577360127557086,0.638308360145727,0.362099930644035,0.425011359593447,-0.0156369164087496,-0.0472173798364524,0.0186941989781928,0.0167366626170342,M2,1,3
0.565514384400575,0.691344938511845,0.344128050665925,0.500277381876241,0.0179661431083155,0.00223283340591297,0.0199232644315649,0.0264719783454637,F3,2,3
0.612357111957704,0.609061817750226,0.402543491787381,0.3997199383993,0.0134406494622941,0.00685188623023074,0.0184472222008433,0.0174907998846064,M1,1,4
0.317520370153801,0.229028031682655,0.134154620269934,0.0801306497305632,-0.0256188747429483,0.0144331555463628,0.0158322917871643,0.0182868746528911,F1,2,4
0.472939766910405,0.657711189617172,0.25652656853199,0.457116614580154,-0.00525793692369791,-0.0454139265677628,0.0253643821443394,0.0263839917177531,M3,1,4
0.585850229374952,0.697828375726578,0.370752213294046,0.497062898518746,-0.00695512004004429,-0.00228382093160841,0.0170940010155667,0.0139032099677488,M2,1,4
0.526443443066236,0.643191112645611,0.314911389175583,0.434430884087787,-0.0184360733254539,-0.0410343171493941,0.0193648708488213,0.0185822382464655,F3,2,4
0.217030066474339,0.411448181922585,0.0738747470157663,0.190822732817266,0.0114572845166567,0.0129974203914739,0.0203184697021748,0.0182541290995573,F1,2,4
0.55916541793439,0.646805664146103,0.341150348716312,0.439741541279687,0.0246549242881609,-0.0370550605907448,0.0250078418122396,0.0180021362522643,M2,1,4
0.223231698453736,0.332831360585322,0.0775604758066,0.130801838083366,-0.00213666950559329,-0.0105311287841106,0.01616559606006,0.0164167273970906,F1,2,4
0.284532022583397,0.645613515916665,0.129737155778067,0.456307093302409,-0.0165720474135863,0.0116342448950704,0.0155730890690455,0.0134192088029172,M2,1,5
0.335731106201311,0.605169927726412,0.157908614645613,0.395882499978897,0.0208457982729908,0.00989828388828924,0.0188003809271792,0.0270599939104398,F3,2,5
0.512421030328671,0.592607422915972,0.289544130549019,0.372305301972377,-0.00910924208780015,0.031019964595486,0.0291596535063101,0.0213843204459652,F1,2,5
0.564027518446884,0.670700445202777,0.34176387488842,0.462668897509575,-0.00594164423108744,-0.0216420533640871,0.0187045108506936,0.0216549000554232,M3,1,5
0.405326138363959,0.485079429573169,0.197536116524747,0.258763755622663,0.0180900972205067,-0.0222413584273739,0.0238716869594468,0.028760173052835,M2,1,5
0.425520422527202,0.517590770367793,0.219463598124589,0.289381405220756,0.0180193531128517,-0.0200720644004787,0.0231085664247641,0.0232094800737349,F3,2,5
0.58972688796665,0.709119964302889,0.377665611108144,0.51560465892156,-0.0164211078452648,0.0666175804282924,0.0233131379518542,0.0390101583764619,M1,1,5
0.386419753730218,0.305569528285575,0.180670154591401,0.110501953711112,-0.0134299956896851,-0.00389218284998227,0.0172387828551487,0.0230317506345065,F1,2,5
0.492394022117909,0.652376211898398,0.274175453782082,0.447064528465271,-0.00113947311908624,-0.0424599195812411,0.0266798891507716,0.0241299175793814,M3,1,5
0.231183527958617,0.227098970068631,0.0818900186004061,0.0794371122663671,-0.0090657698041425,-0.0251295839016471,0.0229646023219786,0.021513268527654,M2,1,5
0.138085606087999,0.195412944166177,0.0415838079793113,0.0548503875732422,0.00997443753759989,-0.00110820819325288,0.0175361291289987,0.0164400238494839,M2,1,5
0.161279586322659,0.447320695843736,0.0553539472597617,0.225310177714736,0.00785401318271757,-0.0361734846019902,0.0195229999043585,0.0272884300525443,F3,2,5
0.260126933276727,0.171746639926156,0.0946674562733749,0.0624571576200683,0.0396409143770846,-0.0179949984171414,0.0225532649235724,0.0200627912692205,F1,2,5
0.459884097387167,0.654166052776382,0.242068181736301,0.453856629554671,0.00324967616758488,-0.0386281882747454,0.027816042565992,0.020199741978876,M3,1,5
0.681795343615391,0.741915193503706,0.490670428160698,0.566630550930577,0.00373276561774568,0.00692247879726953,0.0189576074177166,0.0228819304644672,M1,1,5
0.190261682210317,0.311625712979708,0.0627680942416191,0.112358418293297,0.0135665851934043,-0.0194263356721802,0.0204114380894339,0.016607769516402,F1,2,5
0.0311376586111008,0.0904151194677151,0.0213555829566822,0.0233277960827476,-0.0170051844028373,0.0390136089061291,0.0233539808394497,0.021480213646357,M2,1,5
0.452571677071817,0.509597695497706,0.228428095579147,0.274938774736304,-0.0101003666743859,-0.0268986868673818,0.0213399178586384,0.0177558461496396,F2,2,5
0.341159187770572,0.502431871791035,0.143528957215566,0.275769684995924,0.000773998880559288,-0.0224543738869086,0.0140242125484357,0.0196240861075266,F1,2,5
0.550785906008624,0.497394717868464,0.322697301705678,0.266597837732549,-0.0229555118408012,0.0149798574486133,0.0260068709887062,0.0184143190885229,M1,1,5
0.229827040175606,0.435406413345882,0.0884488018659445,0.216680114085858,-0.0504724725802217,0.0323971895588605,0.0181987909521716,0.0195840026256231,F2,2,5
0.693969434274802,0.716554927742715,0.493769717216492,0.521850115912301,-0.00544079754238392,-0.0435992980600526,0.0152994192514911,0.0191832817027496,M4,1,3
0.587411888856511,0.570397893516138,0.36009470471796,0.338882946743155,0.0196081351537959,0.000678445452052793,0.0171800743514487,0.0188235975973015,M4,1,3
0.625074688322281,0.649861802176479,0.406266431013743,0.432737732927005,0.0149480253867454,-0.0905288481085187,0.0168495481076541,0.0245707893372386,M4,1,3
0.636286958347163,0.666238298711318,0.420007217546989,0.450627679454869,0.00215195820869318,-0.00962447691366858,0.0139519751738951,0.0142146884528254,M4,1,4
0.544306166302959,0.401412847436924,0.319989355834755,0.184406532629116,0.000155040768774884,-0.0397498206210305,0.0203658948305614,0.0161941857376355,M4,1,4
0.399351861360889,0.223148640580679,0.187742458992317,0.0682025551795959,0.0136181055928045,-0.0205265141181488,0.012681696945838,0.0170692352970024,M4,1,4
