Corr_LFP,Corr_MUAe,R2_LFP,R2_MUAe,Birds_Name,Sex_Birds,Song_Number,Order_Parts,Depth_Record,Session_Number
0.119761568033668,0.215792904774897,0.0133978724479675,0.0456529259681702,F2,2,7,1,1,1
-0.0134393336711428,-0.0113053676221345,-0.000608444213867188,-0.000661134719848633,F2,2,10,1,1,1
-0.0923617084378218,0.231512575304098,0.00738978385925293,0.052509069442749,F2,2,8,1,1,1
-0.205716275239542,0.270537736615257,0.0414165258407593,0.0723173022270203,F2,2,9,1,1,1
0.073441070083349,0.204096946127272,0.00434887409210205,0.0406487584114075,F2,2,5,1,1,1
-0.249432511041486,0.286531782085093,0.0614192485809326,0.08132004737854,F2,2,1,1,1,1
0.0691297571233302,0.354325219584573,0.00366443395614624,0.124566912651062,F2,2,4,1,1,1
0.108286058815874,0.25031361922964,0.01092129945755,0.0618937015533447,F2,2,6,1,1,1
-0.0596027854401767,0.261842580188035,0.00239253044128418,0.0674773454666138,F2,2,2,1,1,1
-0.0910475386536809,0.359126346418366,0.00717931985855103,0.127996444702148,F2,2,4,1,1,1
0.0631945756173897,0.152642919007197,0.00320720672607422,0.0225290656089783,F2,2,10,1,1,1
0.0426220915190228,0.185667043618285,0.000968337059020996,0.0336511731147766,F2,2,1,1,1,1
-0.0862068061091179,-0.219953806765242,0.00628942251205444,0.0472848415374756,F2,2,8,1,1,1
0.0396773122207894,0.296260378372615,0.000525832176208496,0.0868118405342102,F2,2,5,1,1,1
0.228189272273263,0.128314652050547,0.051161527633667,0.0155215859413147,F2,2,7,1,1,1
-0.215954403502235,0.362815893302155,0.0456274747848511,0.130716323852539,F2,2,3,1,1,1
-0.10214904026452,0.193393154778321,0.0095018744468689,0.0364935398101807,F2,2,9,1,1,1
-0.0541724039510259,0.176119292036665,0.00188738107681274,0.0300002694129944,F2,2,5,2,1,1
0.0480396272566504,0.088744391400331,0.00149542093276978,0.00706773996353149,F2,2,6,2,1,1
0.0209059405250996,0.339108922949668,-0.000712871551513672,0.113976657390594,F2,2,8,2,1,1
0.275841259481713,0.120144034704436,0.0752177834510803,0.0135060548782349,F2,2,9,2,1,1
0.223627439965226,-0.00119427523987579,0.0489451885223389,-0.00111842155456543,F2,2,4,2,1,1
-0.0660630989246868,0.41310197439408,0.00320523977279663,0.169688045978546,F2,2,2,2,1,1
-0.0529035287843178,0.0962119518988959,0.0018424391746521,0.00830686092376709,F2,2,7,2,1,1
0.179624451116989,0.186106384919443,0.0311813950538635,0.0335544347763062,F2,2,4,2,1,1
0.127300878338842,0.330087702711621,0.0150601863861084,0.107920527458191,F2,2,2,2,1,1
-0.194516134156874,0.262428496081828,0.0370182991027832,0.0680772066116333,F2,2,1,2,1,1
-0.0294818302894606,0.161188092968157,-0.000188112258911133,0.0249509215354919,F2,2,3,2,1,1
-0.142206087630641,-0.0864235694555508,0.0191254019737244,0.00635784864425659,F2,2,4,2,1,1
0.0977601913676396,0.0944595030560448,0.00875025987625122,0.00811529159545898,F2,2,6,2,1,1
-0.250084558809788,0.164354039679411,0.0616435408592224,0.0260792374610901,F2,2,7,2,1,1
-0.0012257101819307,0.136934764765127,-0.000787854194641113,0.0179766416549683,F2,2,10,2,1,1
-0.114478682428733,0.269987353146821,0.0121752619743347,0.0720191597938538,F2,2,9,2,1,1
-0.404700568431986,0.024084426396725,0.162904322147369,-0.00047004222869873,F2,2,5,2,1,1
0.0217590016832104,0.13427037168221,-0.000676751136779785,0.0168988704681396,F2,2,8,3,1,1
-0.214458287234475,0.295834835239119,0.0448818206787109,0.0864560604095459,F2,2,2,3,1,1
0.0692011364911405,0.242151200604032,0.00394284725189209,0.0578367114067078,F2,2,1,3,1,1
-0.0979231568416558,0.144712589671094,0.00880730152130127,0.0201692581176758,F2,2,10,3,1,1
-0.293943511311646,0.231485686472542,0.0854361653327942,0.0525841116905212,F2,2,3,3,1,1
-0.0571864042425954,-0.108615767970238,0.00215423107147217,0.0106907486915588,F2,2,4,3,1,1
-0.146131666362944,-0.011278211580698,0.0205576419830322,-0.000687122344970703,F2,2,6,3,1,1
-0.256287663020525,0.246789308781427,0.0646082758903503,0.0598243474960327,F2,2,8,3,1,1
-0.00173408462882537,0.139595185671759,-0.000939369201660156,0.0185624361038208,F2,2,9,3,1,1
0.0207600408592139,0.0132857201042726,-0.000619292259216309,-0.000873565673828125,F2,2,5,3,1,1
-0.125249913517013,0.15193059945555,0.014743983745575,0.0221462249755859,F2,2,7,3,1,1
0.0319724904855127,0.37996778850568,6.4551830291748e-05,0.143555223941803,F2,2,7,3,1,1
0.0696045068470034,0.159163006077811,0.00368630886077881,0.0241981744766235,F2,2,2,3,1,1
-0.00880538923689894,0.0663119194000227,-0.00104236602783203,0.00328224897384644,F2,2,4,3,1,1
0.0722706006639838,0.00430294804198756,0.00437718629837036,-0.00083160400390625,F2,2,1,3,1,1
-0.0800040662233329,0.0478650683957307,0.00559133291244507,0.00147849321365356,F2,2,6,3,1,1
0.114094787357696,0.212850676700099,0.0119808912277222,0.0443026423454285,F2,2,5,3,1,1
-0.243771540269085,-0.0303459633270499,0.0583422780036926,-0.000229001045227051,F2,2,8,4,1,1
0.127780742314524,0.168442672374959,0.0152866840362549,0.0273448824882507,F2,2,3,4,1,1
0.0699867708352193,0.0141816683140836,0.00411295890808105,-0.000587582588195801,F2,2,10,4,1,1
-0.0465599499352325,0.192189086169353,0.00121098756790161,0.0360132455825806,F2,2,7,4,1,1
-0.305987588257122,0.272838339435256,0.0925735831260681,0.0733634233474731,F2,2,2,4,1,1
-0.215080123353839,0.124098865282785,0.0451619029045105,0.0142671465873718,F2,2,8,4,1,1
0.140791617199069,0.385579892284878,0.0190485715866089,0.14799976348877,F2,2,10,4,1,1
-0.105980308683477,0.290207258623806,0.0102998018264771,0.0833571553230286,F2,2,9,4,1,1
0.25911528662458,0.123122117498695,0.0660960078239441,0.0140561461448669,F2,2,4,4,1,1
-0.185925916253926,0.311430554778918,0.0335543751716614,0.0960404872894287,F2,2,5,4,1,1
-0.00304562663379048,0.240070231681586,-0.000841498374938965,0.0568326115608215,F2,2,1,4,1,1
-0.0459792422398145,0.179944507296263,0.00130212306976318,0.0315921306610107,F2,2,6,4,1,1
-0.0627926784528213,0.106795535052688,0.00288885831832886,0.0103592872619629,F2,2,3,4,1,1
-0.0834973961972108,0.040732103892379,0.00592100620269775,0.000602662563323975,F2,2,3,4,1,1
-0.16684560803823,0.0703577850281277,0.0267056822776794,0.00379180908203125,F2,2,2,4,1,1
0.157181771471259,0.292688561209911,0.0236136317253113,0.0846426486968994,F2,2,4,4,1,1
-0.21491815033478,0.183871058282392,0.0452752113342285,0.0328822731971741,F2,2,7,4,1,1
0.207596679588967,-0.0211181059542734,0.0419954061508179,-0.000704288482666016,F2,2,8,5,1,1
0.111883408140477,0.108768155583129,0.0117137432098389,0.0110260248184204,F2,2,6,5,1,1
0.0471841085102936,0.123345551942316,0.00128591060638428,0.0142858624458313,F2,2,9,5,1,1
-0.0643832420885121,0.130974076313623,0.00329869985580444,0.0163186192512512,F2,2,1,5,1,1
-0.0352134449064239,0.168943901929308,0.000190913677215576,0.0275216102600098,F2,2,5,5,1,1
-0.175155361690705,0.0235668778322305,0.0299143195152283,-0.000233173370361328,F2,2,10,5,1,1
-0.174775118053774,0.111254386649288,0.0295281410217285,0.0113402009010315,F2,2,5,5,1,1
-0.114456828549893,0.168358167095731,0.0119954347610474,0.0272566676139832,F2,2,4,5,1,1
0.0746579270802189,0.108637918719562,0.00462013483047485,0.0108545422554016,F2,2,7,5,1,1
0.174276390211359,0.0394620088176212,0.0292564034461975,0.000407993793487549,F2,2,8,5,1,1
-0.188726841461381,0.205232046251975,0.0344951152801514,0.04100501537323,F2,2,2,5,1,1
0.179681193769686,-0.0177075746223843,0.0315213799476624,-0.000475645065307617,F2,2,10,5,1,1
0.37172406895294,0.210926215241654,0.137477099895477,0.04371178150177,F2,2,6,5,1,1
-0.166016940177227,0.43531597513108,0.0265325903892517,0.188642382621765,F2,2,3,5,1,1
-0.114091172380732,0.142519113918711,0.0121777057647705,0.0194787979125977,F2,2,1,5,1,1
0.154205105535937,0.0189067730907706,0.0227535963058472,-0.000692605972290039,M2,1,5,1,2,2
-0.10266691512423,-0.00599456855788431,0.00949358940124512,-0.00102221965789795,M2,1,3,1,2,2
0.0387281023477292,0.324574934062639,0.00033724308013916,0.10430771112442,M2,1,2,1,2,2
0.127460043462261,0.022291574690332,0.0153027176856995,-0.000461220741271973,M2,1,7,1,2,2
-0.217772256786425,0.390985306815542,0.046649158000946,0.152179479598999,M2,1,6,1,2,2
-0.199754348611821,0.113860525108745,0.0391440391540527,0.0121853351593018,M2,1,10,2,2,2
-0.0826878963221869,0.462883489356111,0.00590091943740845,0.213520348072052,M2,1,9,2,2,2
0.0413051387781012,0.437617623057404,0.000557124614715576,0.190578699111938,M2,1,8,2,2,2
0.262301207979484,0.498792980388467,0.0680097341537476,0.24815571308136,M2,1,1,2,2,2
0.180624179047192,0.205093580098548,0.0316013693809509,0.0410494804382324,M2,1,3,2,2,2
0.296638805739081,0.0708150697115656,0.0871203541755676,0.00406080484390259,M2,1,7,3,2,2
0.137783250245397,0.211821930723149,0.0181851983070374,0.0440908670425415,M2,1,6,3,2,2
0.00103312485116495,0.105000203269068,-0.000788331031799316,0.0102443099021912,M2,1,10,3,2,2
-0.114817922462467,0.427818289847048,0.0123435854911804,0.182333707809448,M2,1,1,3,2,2
0.203374088751204,0.291026368907577,0.0402447581291199,0.0836307406425476,M2,1,2,3,2,2
-0.136878202129711,0.183818610001866,0.0176368355751038,0.0327072143554688,M2,1,4,4,2,2
0.0445618234004863,0.317746002192138,0.00102847814559937,0.100100934505463,M2,1,7,4,2,2
-0.0580825802265746,0.380400555785661,0.00222682952880859,0.143720388412476,M2,1,8,4,2,2
0.0326362303542726,0.435385957385141,0.00012362003326416,0.188797175884247,M2,1,9,4,2,2
0.0524339004592986,0.190519504869446,0.00169390439987183,0.0352779626846313,M2,1,3,4,2,2
0.099768202386132,0.0613714330334081,0.00891363620758057,0.00272011756896973,M2,1,5,5,2,2
-0.0804128892553575,0.318785126513471,0.00532305240631104,0.100590169429779,M2,1,8,5,2,2
-0.106343876447131,0.193129335549468,0.0103771090507507,0.0363916158676147,M2,1,9,5,2,2
0.0997370936520782,0.374573581955609,0.00890743732452393,0.139402091503143,M2,1,5,1,2,3
0.323507930502051,0.394854001622368,0.103813707828522,0.155114054679871,M2,1,9,1,2,3
0.428478032708859,0.367091463635256,0.182928621768951,0.134052097797394,M2,1,6,1,2,3
0.441605143893321,0.156150582195853,0.19437974691391,0.0236129760742188,M2,1,10,1,2,3
0.121265792415421,0.397526208764395,0.0135716795921326,0.157058119773865,M2,1,8,1,2,3
0.398930344140963,0.471690111848614,0.158430755138397,0.221830427646637,M2,1,1,1,2,3
0.415881020524639,0.0674496990823722,0.172088205814362,0.00350397825241089,M2,1,5,1,2,3
0.0315063396407518,0.168496811802697,0.000143170356750488,0.027565062046051,M2,1,1,1,2,3
0.0925967248603798,0.0607233495281393,0.00752520561218262,0.00263309478759766,M2,1,3,1,2,3
0.353479237296225,0.219567921345074,0.123967885971069,0.0471441149711609,M2,1,4,1,2,3
0.523413794633131,0.275535553302196,0.273370981216431,0.0751672983169556,M2,1,6,1,2,3
0.43399588912166,0.15152167622371,0.187574207782745,0.0220218300819397,M2,1,7,1,2,3
0.343474905875791,0.403082790780076,0.116959929466248,0.161511898040771,M2,1,8,1,2,3
0.139962651737655,0.227459297374444,0.0186654329299927,0.0508438348770142,M2,1,9,1,2,3
0.421781015468132,0.371537250383893,0.177250802516937,0.137359499931335,M2,1,10,1,2,3
0.11277575624473,0.396681710097502,0.0115688443183899,0.156375467777252,M2,1,2,1,2,3
0.433756503980465,0.33332250078117,0.187483727931976,0.110379993915558,M2,1,6,1,2,3
0.572877669179045,0.303256397570152,0.327617645263672,0.0911922454833984,M2,1,1,1,2,3
0.246687639346379,0.325466186937848,0.0597740411758423,0.104899406433105,M2,1,8,2,2,3
0.270600277714319,0.612510296374999,0.0722436904907227,0.374507784843445,M2,1,3,2,2,3
0.290932088475782,0.472931630435438,0.0835755467414856,0.222760379314423,M2,1,2,2,2,3
0.457924144671101,0.292494693724188,0.20880925655365,0.0845289826393127,M2,1,4,2,2,3
0.370909772515373,0.448222624871784,0.136761128902435,0.20015025138855,M2,1,9,2,2,3
0.44991555461223,0.315582173364451,0.201659679412842,0.098729133605957,M2,1,7,2,2,3
0.261386878054456,0.417000880097229,0.0673443078994751,0.173021852970123,M2,1,5,2,2,3
0.438040885718229,0.240731439827061,0.191241919994354,0.0572080612182617,M2,1,10,2,2,3
0.584702373153483,0.462783781391993,0.341256678104401,0.213428139686584,M2,1,9,2,2,3
0.239938063893626,0.331653168840534,0.0567687153816223,0.109236419200897,M2,1,1,2,2,3
0.350201596659549,0.238142604878861,0.121619522571564,0.0556135773658752,M2,1,2,2,2,3
0.27627532570397,0.210788380911777,0.0754424333572388,0.0435152053833008,M2,1,7,2,2,3
0.518085642545456,0.466811039094954,0.267644166946411,0.217091143131256,M2,1,5,2,2,3
0.0933621120535965,0.328032693821375,0.0075756311416626,0.106578350067139,M2,1,8,2,2,3
0.502088460999354,0.312792957504473,0.251483857631683,0.0971048474311829,M2,1,6,2,2,3
0.181127329566975,-0.0120412210402702,0.0317838191986084,-0.000913143157958984,M2,1,3,2,2,3
0.327070832115572,0.196373131914999,0.106270432472229,0.0378034114837646,M2,1,10,2,2,3
0.0941301091192317,0.0189911352010982,0.00772035121917725,-0.000789403915405273,M2,1,8,2,2,3
0.586568174930589,0.0931709492114482,0.34337306022644,0.00763946771621704,M2,1,5,3,2,3
0.488398643855473,0.409799533016685,0.237646996974945,0.166966795921326,M2,1,2,3,2,3
0.53705584689551,0.267011506292288,0.287758231163025,0.0704199075698853,M2,1,9,3,2,3
0.615653932288776,0.28000244962516,0.378372490406036,0.0774261355400085,M2,1,3,3,2,3
0.218604008658936,0.247473448755038,0.0467215180397034,0.0601919889450073,M2,1,4,3,2,3
0.466944949683101,0.346387253812229,0.217372417449951,0.119235754013062,M2,1,1,3,2,3
0.38401201515696,0.367436105474026,0.146770656108856,0.134304761886597,M2,1,6,3,2,3
0.201473732750908,-0.00207512738825209,0.0398345589637756,-0.000785231590270996,M2,1,10,3,2,3
0.424917998899282,0.377244671194857,0.179858446121216,0.141583919525146,M2,1,1,3,2,3
0.0916656569244622,0.422572002218332,0.00735318660736084,0.177697956562042,M2,1,3,3,2,3
0.496050440072729,0.292030622061185,0.245343089103699,0.0844047665596008,M2,1,7,3,2,3
0.47023898266276,0.154313029998295,0.220252513885498,0.0227192640304565,M2,1,4,3,2,3
0.384638281878965,0.083968232465352,0.146954715251923,0.00589466094970703,M2,1,2,3,2,3
-0.14788591963145,0.0676406067541837,0.0207445025444031,0.00342971086502075,M2,1,8,3,2,3
0.360678865754,0.254597457584649,0.129380941390991,0.0640581250190735,M2,1,6,3,2,3
0.367729512897022,0.0279599409756929,0.13454258441925,-7.15255737304688e-06,M2,1,10,3,2,3
0.672927205196042,0.338222554121828,0.452256262302399,0.113464415073395,M2,1,5,3,2,3
0.478409098025562,0.25435717898431,0.228011548519135,0.0636501908302307,M2,1,4,3,2,3
0.392262061803541,0.171985326096631,0.153180599212646,0.028788685798645,M2,1,6,4,2,3
0.201407651323024,0.507070599202414,0.0394477844238281,0.256255805492401,M2,1,2,4,2,3
0.490505497835643,0.249335256633474,0.239867568016052,0.06126868724823,M2,1,7,4,2,3
0.0813460865116975,0.628557725801517,0.00547397136688232,0.394388675689697,M2,1,8,4,2,3
0.598394094171675,0.240931933569827,0.357568800449371,0.0573049187660217,M2,1,10,4,2,3
0.341454884849601,0.115683497190812,0.115840494632721,0.012543797492981,M2,1,1,4,2,3
0.583651318270806,0.349060736712336,0.340027511119843,0.121015727519989,M2,1,9,4,2,3
0.408733400925357,-0.054709424160746,0.166093349456787,0.00183242559432983,M2,1,2,4,2,3
0.662766711611955,0.225126588402056,0.43863183259964,0.0496188402175903,M2,1,4,4,2,3
0.395129906059197,0.184767335025165,0.155234575271606,0.0331168174743652,M2,1,3,4,2,3
0.551959628087599,0.217363661706759,0.304110705852509,0.0464950203895569,M2,1,10,4,2,3
0.314366662360055,0.451308105020487,0.0979622602462769,0.20291543006897,M2,1,7,4,2,3
-0.275506241024045,0.142921627474145,0.0748404264450073,0.019299328327179,M2,1,8,4,2,3
0.332339360610971,0.200888785781367,0.109725177288055,0.0395749807357788,M2,1,6,4,2,3
0.454256687644604,0.251899079913613,0.205674052238464,0.0626569390296936,M2,1,1,4,2,3
0.544698770260026,0.220540618546784,0.296033799648285,0.0477414131164551,M2,1,9,4,2,3
0.448877939433883,0.102622492057356,0.200652539730072,0.00949233770370483,M2,1,5,4,2,3
0.15522449155483,0.608689860625483,0.0229715704917908,0.369778871536255,M2,1,8,4,2,3
0.180063237117963,0.180539464368408,0.0315110087394714,0.0316829085350037,M2,1,9,5,2,3
0.337868774657298,-0.0121095106955407,0.113306045532227,-0.00081181526184082,M2,1,7,5,2,3
0.0341616744711951,0.520176020274342,0.000110089778900146,0.269811153411865,M2,1,3,5,2,3
0.311148531569597,0.600484229306083,0.0957620143890381,0.35983681678772,M2,1,2,5,2,3
0.548672819777616,0.167317862784242,0.300447344779968,0.0271686315536499,M2,1,1,5,2,3
0.541374945936369,0.192953083968965,0.292511343955994,0.0364469885826111,M2,1,6,5,2,3
0.554268078630846,0.468136818540381,0.306485533714294,0.218331813812256,M2,1,5,5,2,3
0.355314777587492,0.0676280904010515,0.125269949436188,0.00345885753631592,M2,1,4,5,2,3
0.528319524400907,0.376257742353284,0.278552353382111,0.140892267227173,M2,1,10,5,2,3
0.477905864794841,0.256760661909994,0.227737903594971,0.0651320815086365,M2,1,1,5,2,3
0.435659818871283,0.156979965465564,0.189139783382416,0.023848295211792,M2,1,6,5,2,3
0.538275574235313,0.012713824089564,0.289071083068848,-0.000780344009399414,M2,1,9,5,2,3
0.195077094741869,0.152493342370347,0.0372959971427917,0.0224831700325012,M2,1,10,5,2,3
0.26744396308937,0.646693532406686,0.070543646812439,0.417596757411957,M2,1,3,5,2,3
0.243136111739655,0.289946394901166,0.0582127571105957,0.0831908583641052,M2,1,7,5,2,3
-0.0204943538957806,0.336279786967669,-0.000730276107788086,0.112063407897949,M2,1,8,5,2,3
0.518029397652224,0.611867761557303,0.267585754394531,0.37372499704361,M2,1,5,5,2,3
0.602668800937415,0.259251853065193,0.362496495246887,0.0661665797233582,M2,1,4,5,2,3
0.25639659415494,-0.0566663355993626,0.0646514296531677,0.00205069780349731,F3,2,2,1,2,4
0.366180111572446,0.133477523325684,0.133171439170837,0.0167767405509949,F3,2,3,1,2,4
0.630546598691392,0.528799226554586,0.396956205368042,0.278871834278107,F3,2,5,1,2,4
0.577624480927265,0.4566040759136,0.333022058010101,0.207741558551788,F3,2,9,1,2,4
0.618044377651255,0.618465600057038,0.381475567817688,0.381996870040894,F3,2,6,1,2,4
0.741657938967037,0.682782423903502,0.549701333045959,0.465770423412323,F3,2,10,1,2,4
0.231236587352691,0.281797576358662,0.0523812770843506,0.0783503651618958,F3,2,8,1,2,4
0.21877279499346,0.371002657054213,0.0468614101409912,0.136737108230591,F3,2,5,1,2,4
0.555807229133747,0.617306629466019,0.308333933353424,0.380541205406189,F3,2,1,1,2,4
0.416819091111272,0.527466093302471,0.172864079475403,0.277456641197205,F3,2,3,1,2,4
0.595381882796437,0.468220176548504,0.353756725788116,0.21835595369339,F3,2,4,1,2,4
0.474465584488918,0.627532852747777,0.224486649036407,0.393304049968719,F3,2,6,1,2,4
0.509255173892511,0.60025022681974,0.258630514144897,0.359686851501465,F3,2,7,1,2,4
0.453148783413714,0.426902787062216,0.204429268836975,0.181305110454559,F3,2,8,1,2,4
0.320705482177208,0.269256198267841,0.102006614208221,0.071624755859375,F3,2,9,1,2,4
0.604978178959325,0.443685246404714,0.365497946739197,0.196222722530365,F3,2,10,1,2,4
0.419934054272632,0.307681865694902,0.175385594367981,0.0936143398284912,F3,2,2,1,2,4
0.557977374738845,0.549819957161592,0.310777723789215,0.301733911037445,F3,2,6,2,2,4
0.572418966874059,0.262677282364799,0.327091753482819,0.0682075619697571,F3,2,1,2,2,4
0.630173288876602,0.612023423902085,0.396424651145935,0.373852849006653,F3,2,8,2,2,4
0.286101146643742,0.31651523130546,0.0808820724487305,0.0992298722267151,F3,2,3,2,2,4
0.583258961688047,0.260076376299598,0.339422881603241,0.0665541887283325,F3,2,2,2,2,4
0.337782270235197,0.701637499107629,0.113104581832886,0.491726696491241,F3,2,4,2,2,4
0.582259434679385,0.516474987616691,0.338403105735779,0.266055107116699,F3,2,9,2,2,4
