Acc_PeakRate_LFP,Acc_PeakRate_MUAe,Acc_PeakEnv_LFP,Acc_PeakEnv_MUAe,Birds_Name,Sex_Birds,Song_Number,Order_Parts,Depth_Record,Session_Number,Perf_LFP,Perf_MUAe
16.6666666666667,12.5,20.8333333333333,4.16666666666667,F2,2,7,1,1,1,0.0571189079152197,-0.0403068521648681
33.3333333333333,12.5,16.6666666666667,12.5,F2,2,10,1,1,1,0.0875344270147286,-0.0595373530527115
16.6666666666667,25,33.3333333333333,4.16666666666667,F2,2,8,1,1,1,0.150817236255572,0.0202507232401159
16.6666666666667,20.8333333333333,16.6666666666667,16.6666666666667,F2,2,9,1,1,1,0.0243470039002482,0.0917956052528932
20.8333333333333,4.16666666666667,16.6666666666667,0,F2,2,5,1,1,1,0.0628458984134792,-0.140204156930267
20.8333333333333,20.8333333333333,33.3333333333333,16.6666666666667,F2,2,1,1,1,1,0.120126820103335,0.0628458984134791
33.3333333333333,16.6666666666667,20.8333333333333,0,F2,2,4,1,1,1,0.0726896251089799,-0.0766737314549309
12.5,8.33333333333333,16.6666666666667,16.6666666666667,F2,2,6,1,1,1,-0.0612408424908424,-0.0372185275930464
16.6666666666667,12.5,20.8333333333333,16.6666666666667,F2,2,2,1,1,1,-0.0363815142576205,-0.0503529411764706
8.33333333333333,25,29.1666666666667,20.8333333333333,F2,2,4,1,1,1,0.0393907563025209,0.128323108384458
20.8333333333333,25,25,12.5,F2,2,10,1,1,1,0.1007866273353,0.0146316851664985
8.33333333333333,20.8333333333333,12.5,20.8333333333333,F2,2,1,1,1,1,0.0222947253942359,0.170355120946989
25,20.8333333333333,16.6666666666667,16.6666666666667,F2,2,8,1,1,1,0.0649284253578731,0.0649284253578733
16.6666666666667,16.6666666666667,20.8333333333333,4.16666666666667,F2,2,5,1,1,1,0.0332310838445808,-0.0322906155398586
25,12.5,25,8.33333333333333,F2,2,7,1,1,1,0.0703048180924286,-0.00945378151260523
20.8333333333333,12.5,16.6666666666667,29.1666666666667,F2,2,3,1,1,1,0.0782472613458531,0.179805615550756
21.0526315789474,10.5263157894737,31.5789473684211,0,F2,2,9,1,1,1,0.0897492953567719,-0.0862403100775195
36.8421052631579,0,15.7894736842105,31.5789473684211,F2,2,5,2,1,1,0.132608056453984,0.037677377263089
21.0526315789474,5.26315789473684,10.5263157894737,5.26315789473684,F2,2,6,2,1,1,0.118328758767917,-0.105302915848315
15.7894736842105,21.0526315789474,15.7894736842105,26.3157894736842,F2,2,8,2,1,1,0.0745098039215688,0.0536091177712115
31.5789473684211,10.5263157894737,36.8421052631579,5.26315789473684,F2,2,9,2,1,1,0.167303734195825,-0.0127016821146586
52.6315789473684,21.0526315789474,10.5263157894737,21.0526315789474,F2,2,4,2,1,1,0.169832559448431,0.131936670398209
10.5263157894737,10.5263157894737,21.0526315789474,10.5263157894737,F2,2,2,2,1,1,-0.045059042883779,-0.0267246737103792
36.8421052631579,10.5263157894737,15.7894736842105,0,F2,2,7,2,1,1,0.0715430569721696,-0.0550490883590463
32,8,22.7272727272727,4.54545454545455,F2,2,4,2,1,1,0.200844292904692,-0.0167165229632234
36,12,31.8181818181818,4.54545454545455,F2,2,2,2,1,1,0.190288507015608,-0.0192149778288717
24,12,22.7272727272727,9.09090909090909,F2,2,1,2,1,1,0.114410905550146,-0.058054226475279
16,16,9.09090909090909,13.6363636363636,F2,2,3,2,1,1,-0.0362770847012474,-0.0229445506692159
24,12,9.09090909090909,13.6363636363636,F2,2,4,2,1,1,0.0732844770153232,-0.0478211196344049
40,12,22.7272727272727,27.2727272727273,F2,2,6,2,1,1,0.198751950078003,0.0955342902711324
20,24,4.54545454545455,18.1818181818182,F2,2,7,2,1,1,0.0595886799085956,0.123390737334894
20,15,27.7777777777778,11.1111111111111,F2,2,10,2,1,1,0.0758293838862559,0.0153788447111779
30,15,27.7777777777778,11.1111111111111,F2,2,9,2,1,1,0.223735408560311,-0.0742153632737989
15,20,5.55555555555556,5.55555555555556,F2,2,5,2,1,1,0.00107700592353263,-0.0331125827814571
25,15,33.3333333333333,11.1111111111111,F2,2,8,3,1,1,0.114152892561984,-0.041494461894528
10,15,27.7777777777778,11.1111111111111,F2,2,2,3,1,1,0.0951667291120267,0.0312952243125905
5,5,16.6666666666667,16.6666666666667,F2,2,1,3,1,1,-0.0315931419764977,-0.033042509745684
25,5,27.7777777777778,5.55555555555556,F2,2,10,3,1,1,0.0478589420654913,-0.0834896810506563
20,5,33.3333333333333,11.1111111111111,F2,2,3,3,1,1,0.109841503870254,-0.0379523389232129
10,20,11.1111111111111,16.6666666666667,F2,2,4,3,1,1,-0.0724233983286911,0.0582061068702289
13.3333333333333,13.3333333333333,14.2857142857143,0,F2,2,6,3,1,1,0.00101522842639597,-0.0205191594561186
20,40,21.4285714285714,28.5714285714286,F2,2,8,3,1,1,0.0549967900706183,0.21015514809591
13.3333333333333,26.6666666666667,14.2857142857143,7.14285714285714,F2,2,9,3,1,1,-0.00348432055749097,0.0428280081577161
26.6666666666667,13.3333333333333,14.2857142857143,21.4285714285714,F2,2,5,3,1,1,-0.00158766160127,0.0430448572723153
26.6666666666667,6.66666666666667,28.5714285714286,7.14285714285714,F2,2,7,3,1,1,0.118674429019257,-0.0407191961924907
20,20,14.2857142857143,0,F2,2,7,3,1,1,0.0863668807994291,-0.0482478415439311
20,26.6666666666667,7.14285714285714,14.2857142857143,F2,2,2,3,1,1,0.0173768150440371,0.0629793167557517
13.3333333333333,13.3333333333333,21.4285714285714,14.2857142857143,F2,2,4,3,1,1,0.00324464633354957,0.0156250000000002
20,33.3333333333333,14.2857142857143,14.2857142857143,F2,2,1,3,1,1,0.0511089681774351,0.0859266140269391
17.6470588235294,23.5294117647059,23.5294117647059,5.88235294117647,F2,2,6,3,1,1,0.016817593790427,-0.0551046561298591
17.6470588235294,11.7647058823529,47.0588235294118,29.4117647058824,F2,2,5,3,1,1,0.182888184698959,0.032367587143504
5.88235294117647,29.4117647058824,23.5294117647059,17.6470588235294,F2,2,8,4,1,1,-0.0170316301703164,0.177762982689747
35.2941176470588,23.5294117647059,23.5294117647059,17.6470588235294,F2,2,3,4,1,1,0.131699210635646,0.0186813186813187
23.5294117647059,11.7647058823529,29.4117647058824,11.7647058823529,F2,2,10,4,1,1,0.110796691336526,-0.00923787528868337
17.6470588235294,17.6470588235294,17.6470588235294,17.6470588235294,F2,2,7,4,1,1,0.016817593790427,0.0247316845543633
5.88235294117647,5.88235294117647,23.5294117647059,23.5294117647059,F2,2,2,4,1,1,0.0280801044841097,0.00576676633917141
23.5294117647059,29.4117647058824,23.5294117647059,17.6470588235294,F2,2,8,4,1,1,0.164733178654292,0.0355677154582762
29.4117647058824,5.88235294117647,41.1764705882353,11.7647058823529,F2,2,10,4,1,1,0.145762711864407,0.015625
5.88235294117647,5.88235294117647,11.7647058823529,0,F2,2,9,4,1,1,0.008863819500403,-0.1015625
23.5294117647059,11.7647058823529,29.4117647058824,29.4117647058824,F2,2,4,4,1,1,0.158453373768006,0.0765926986399426
11.7647058823529,17.6470588235294,41.1764705882353,5.88235294117647,F2,2,5,4,1,1,0.196018376722818,-0.065459610027855
23.5294117647059,0,23.5294117647059,17.6470588235294,F2,2,1,4,1,1,0.0942562592047128,-0.0851063829787235
35.2941176470588,5.88235294117647,23.5294117647059,23.5294117647059,F2,2,6,4,1,1,0.127659574468085,0.0121689334287761
29.4117647058824,0,23.5294117647059,23.5294117647059,F2,2,3,4,1,1,0.0807799442896936,-0.0952040085898354
29.4117647058824,11.7647058823529,23.5294117647059,11.7647058823529,F2,2,3,4,1,1,0.127105666156202,-0.0462471569370738
17.6470588235294,17.6470588235294,23.5294117647059,5.88235294117647,F2,2,2,4,1,1,0.107806691449814,-0.0135135135135134
41.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,F2,2,4,4,1,1,0.135714285714286,-0.00586166471277876
33.3333333333333,41.6666666666667,8.33333333333333,33.3333333333333,F2,2,7,4,1,1,0.135135135135135,0.210762331838565
0,33.3333333333333,16.6666666666667,8.33333333333333,F2,2,8,5,1,1,-0.0162297128589264,0.0715123094958967
33.3333333333333,0,25,0,F2,2,6,5,1,1,0.200468933177022,-0.109865470852018
25,8.33333333333333,25,0,F2,2,9,5,1,1,0.0381165919282509,-0.0939226519337017
16.6666666666667,8.33333333333333,16.6666666666667,16.6666666666667,F2,2,1,5,1,1,0.057142857142857,-0.0162297128589267
16.6666666666667,8.33333333333333,25,8.33333333333333,F2,2,5,5,1,1,0.0689238210399032,0.00645161290322561
8.33333333333333,8.33333333333333,16.6666666666667,8.33333333333333,F2,2,10,5,1,1,0.0381165919282509,-0.117291414752116
41.6666666666667,8.33333333333333,25,0,F2,2,5,5,1,1,0.174677608440797,-0.143187066974596
11.1111111111111,16.6666666666667,23.5294117647059,17.6470588235294,F2,2,4,5,1,1,0.0900082576383155,-0.0653930933137398
11.1111111111111,22.2222222222222,11.7647058823529,11.7647058823529,F2,2,7,5,1,1,0.0362064306944069,0.114385212965443
