ACC_Session_LFP,ACC_Session_MUAe,Cohen_Session_LFP,Cohen_Session_MUAe,ACC_Shuffle_LFP,ACC_Shuffle_MUAe,Cohen_Shuffle_LFP,Cohen_Shuffle_MUAe,Bird_Name,Sex,Depths,Session_Number
71.4491181235693,67.8589275124294,0.412332883506925,0.333952738606997,58.6168909282722,59.7565132564727,0.1304862131985,0.155021561596996,F1,2,4,18
84.4006425021746,85.4067300557552,0.677564933831446,0.701759559575787,69.7103247672733,63.1994081391958,0.368242354233017,0.234092626935874,M3,1,4,19
87.5744341866067,91.8434317133119,0.74577187557787,0.831802353214369,55.0726129821927,53.4892251331108,0.0529454761560256,0.0407582782783977,M2,1,4,20
85.1500705861036,84.3018240069808,0.698278945463137,0.676003893121835,55.9562239194193,55.3918864369923,0.0823672856622819,0.0812652252561017,F3,2,4,21
70.2081478650335,71.6683018842186,0.382826620557693,0.414484011346258,59.0696075859286,60.65467725602,0.145704723014811,0.176384321758945,F1,2,4,22
86.6497242658697,88.7273041891787,0.72479820528795,0.768684582354886,52.5396899201873,52.738657494691,0.0343706096377034,0.0284095920641697,M2,1,4,23
74.9610505365467,74.391185909649,0.482584577038831,0.470734566335101,57.979824516344,58.9524001181523,0.114545021398491,0.141751185590483,F1,2,4,24
71.3539382404307,80.3595691205446,0.421153885682644,0.601682184136714,50.5623707944592,48.0091148792345,0.000708857517412286,-0.0297006296230928,M2,1,5,25
76.7268796148543,82.1902338559016,0.523653387277989,0.637962567436098,49.768811830543,51.278872180148,-0.0238943689736012,0.012025953212417,F3,2,5,26
83.0397839442321,81.2610214846256,0.652590149913545,0.615171008799409,57.3474838776934,56.9984903816344,0.102152489385113,0.105506584565134,F1,2,5,27
87.5454931474907,86.4679290791876,0.742502805383462,0.72263716769868,62.5906181323621,60.9202244204922,0.221771838246713,0.190483691166889,M3,1,5,28
81.294611143788,74.6283081672853,0.617451350742694,0.47684647254281,61.642884066137,59.6461932017891,0.201841685272754,0.144089689669259,M2,1,5,29
83.8071288145721,81.0291739046885,0.667036276500956,0.609068010643551,57.1080371297373,60.963429279623,0.117061813001209,0.189941121633147,F3,2,5,30
79.3358556649897,86.5708083865506,0.577035370997133,0.720719640117439,47.1491987991173,52.0507784394253,-0.0771576531708699,0.0176046315561925,M1,1,5,31
77.8745842352956,72.2196217527144,0.541672746617936,0.424081896099943,58.8071765307162,58.7525969831805,0.130902310195195,0.133543665164515,F1,2,5,32
84.9534226790465,85.6455022011721,0.691707238827501,0.704932473946033,67.7869144137858,60.8785260035633,0.334023515111975,0.177229779035824,M3,1,5,33
75.7010891154959,68.7750181238776,0.503334284294911,0.356733676515914,61.1530701095157,55.8251946867581,0.198865459427771,0.0792870691718445,M2,1,5,34
70.9973390269671,64.7277574296487,0.40206355491303,0.271517377575433,61.0463277003777,54.7167590917031,0.19330285916605,0.0606066476749509,M2,1,5,35
67.4984766338276,73.2655088159281,0.328288966048135,0.456141448112549,53.8466803463445,55.2393488142423,0.0574355901745955,0.0716159593958934,F3,2,5,36
74.2292831205861,64.7706953488778,0.466650530053207,0.278768956599731,52.0739251508651,54.8054529485838,0.011415014605707,0.0777898569168356,F1,2,5,37
82.9821951316768,84.4606776735034,0.651145840887945,0.682276465417043,64.5457637098618,59.672687717147,0.27657178595678,0.15541381262091,M3,1,5,38
87.3453428670305,92.7501237318421,0.742416077870071,0.850904433774312,54.1306051828128,53.6667107345545,0.0422009672075201,0.0273015782934167,M1,1,5,39
70.5664793393959,70.0201839982377,0.398244341127496,0.389404478529356,54.0600059304459,55.5893248856479,0.0693861697871818,0.0743361955705498,F1,2,5,40
67.7732837512946,63.4196613880435,0.319331068983001,0.233547690342863,54.8654388870391,55.3015660639243,0.0626182200768052,0.0717906380394217,M2,1,5,41
