Acc_LFP,Acc_MUAe,Cohen_LFP,Cohen_MUAe,Birds_Name,Sex_Birds,Song_Number,Order_Parts,Depth_Record,Session_Number
92.1768707482993,86.0544217687075,0.832033384668886,0.684268426842684,F3,2,10,1,2,4
76.2790697674419,77.2093023255814,0.541616153170854,0.550918623982267,F3,2,8,1,2,4
84.4155844155844,74.4588744588745,0.688515993707394,0.489646133682831,F3,2,5,1,2,4
81.8840579710145,79.3478260869565,0.638724540551861,0.586,F3,2,1,1,2,4
62.6086956521739,63.9130434782609,0.303521126760563,0.281520511855476,F3,2,3,1,2,4
57.9908675799087,84.4748858447489,0.158817635270541,0.690111536540702,F3,2,4,1,2,4
86.411149825784,83.6236933797909,0.70719648416041,0.644717781231069,F3,2,6,1,2,4
83.1325301204819,80.7228915662651,0.639578163771712,0.608490566037736,F3,2,7,1,2,4
89.7674418604651,85.5813953488372,0.795202632490475,0.711008975415167,F3,2,8,1,2,4
83.7944664031621,69.1699604743083,0.674490852606144,0.368754398311049,F3,2,9,1,2,4
89.4557823129252,78.2312925170068,0.778021335671489,0.520220307001887,F3,2,10,1,2,4
92.9577464788732,76.9953051643192,0.85763935302767,0.53873690723472,F3,2,2,1,2,4
87.1080139372822,83.6236933797909,0.732228862495902,0.643497106007347,F3,2,6,2,2,4
81.1594202898551,71.7391304347826,0.610824882043495,0.412028185939804,F3,2,1,2,2,4
80.4651162790698,73.953488372093,0.616690720774259,0.490348797832713,F3,2,8,2,2,4
73.0434782608696,79.1304347826087,0.475735294117647,0.576362240982348,F3,2,3,2,2,4
89.6713615023474,65.7276995305164,0.789695718517189,0.327843340682142,F3,2,2,2,2,4
85.3881278538813,84.0182648401826,0.698813821557504,0.671382636655948,F3,2,4,2,2,4
97.2332015810277,78.2608695652174,0.942231790455687,0.542826165522226,F3,2,9,2,2,4
87.5502008032128,80.7228915662651,0.725018702575612,0.595121951219512,F3,2,7,2,2,4
88.7445887445888,79.6536796536797,0.775627615062762,0.594297671985352,F3,2,5,2,2,4
92.5170068027211,83.6734693877551,0.839016377121808,0.647358688590134,F3,2,10,2,2,4
95.6521739130435,84.9802371541502,0.908233587232499,0.682412790697674,F3,2,9,2,2,4
92.7536231884058,76.8115942028985,0.854315122723674,0.542312276519667,F3,2,1,2,2,4
75.1173708920188,67.1361502347418,0.508083140877598,0.325278305729025,F3,2,2,2,2,4
89.5582329317269,71.0843373493976,0.787932389937107,0.357004519044545,F3,2,7,2,2,4
87.4458874458875,70.5627705627706,0.749016522423289,0.419555095706156,F3,2,5,2,2,4
86.9767441860465,84.6511627906977,0.738601823708207,0.698405951115834,F3,2,8,2,2,4
86.0627177700349,77.3519163763066,0.723653170285494,0.538665083957762,F3,2,6,2,2,4
81.304347826087,59.5652173913044,0.629449231922068,0.210992253780893,F3,2,3,3,2,4
85.7142857142857,79.5918367346939,0.705565358386189,0.553846932065355,F3,2,10,3,2,4
87.2146118721461,81.7351598173516,0.739440809042237,0.624742974640164,F3,2,4,3,2,4
91.566265060241,74.2971887550201,0.817811226089683,0.469224620303757,F3,2,7,3,2,4
79.5348837209302,80,0.596175189959874,0.590947303216672,F3,2,8,3,2,4
91.7748917748918,77.4891774891775,0.835562549173879,0.551958224543081,F3,2,5,3,2,4
88.1422924901186,73.1225296442688,0.74368499257058,0.449683321604504,F3,2,9,3,2,4
88.695652173913,80.8695652173913,0.767857142857143,0.609868928296068,F3,2,3,3,2,4
82.648401826484,84.0182648401826,0.642341413099536,0.680238621667849,F3,2,4,3,2,4
86.231884057971,78.2608695652174,0.725746561372313,0.553084687213256,F3,2,1,3,2,4
87.1080139372822,74.5644599303136,0.720309742671267,0.491690321954533,F3,2,6,3,2,4
90.4761904761905,77.5510204081633,0.798324268704983,0.540820673008661,F3,2,10,3,2,4
86.9565217391304,74.2753623188406,0.734686248331108,0.46957557384149,F3,2,1,3,2,4
90.4347826086957,69.5652173913043,0.805384615384615,0.361617763679619,F3,2,3,3,2,4
91.9678714859438,78.3132530120482,0.823779193205945,0.554029850746269,F3,2,7,3,2,4
94.0639269406393,83.5616438356164,0.879898755536807,0.673432192858918,F3,2,4,3,2,4
86.9565217391304,79.4466403162055,0.737097332871493,0.549019607843137,F3,2,9,3,2,4
80.5194805194805,74.025974025974,0.613180515759312,0.485179407176287,F3,2,5,4,2,4
88.2629107981221,79.3427230046948,0.760275514338451,0.572328192023364,F3,2,2,4,2,4
80,79.5348837209302,0.605908180229336,0.590405264980949,F3,2,8,4,2,4
90.9407665505226,78.397212543554,0.81275720164609,0.553497942386831,F3,2,6,4,2,4
91.8367346938776,76.8707482993197,0.819345588611808,0.444944194569382,F3,2,10,4,2,4
87.8787878787879,80.9523809523809,0.758115183246073,0.61909758656873,F3,2,5,4,2,4
96.8036529680365,66.6666666666667,0.935639615433058,0.316824067347549,F3,2,4,4,2,4
91.98606271777,74.2160278745645,0.836231920013893,0.439660176243998,F3,2,6,4,2,4
78.2608695652174,74.3478260869565,0.554608830364059,0.48225867989317,F3,2,3,4,2,4
85.4460093896714,68.5446009389671,0.697734035248341,0.371847352436287,F3,2,2,4,2,4
91.9678714859438,85.5421686746988,0.82911262095944,0.707574867880211,F3,2,7,4,2,4
78.1395348837209,79.5348837209302,0.576399077761476,0.569491216892691,F3,2,8,4,2,4
89.1156462585034,79.5918367346939,0.767692231715146,0.571199377704312,F3,2,10,4,2,4
81.8840579710145,70.2898550724638,0.637052232917784,0.395674232309746,F3,2,1,4,2,4
95.2569169960474,82.6086956521739,0.901498929336189,0.622669649515287,F3,2,9,4,2,4
86.3849765258216,84.037558685446,0.71842093267083,0.673636773321316,F3,2,2,4,2,4
89.4977168949772,84.4748858447489,0.786829743112277,0.682581635263023,F3,2,4,4,2,4
86.0869565217391,76.5217391304348,0.709550118389897,0.523407521105142,F3,2,3,5,2,4
90.8163265306122,75.1700680272109,0.803602355386214,0.479305157940706,F3,2,10,5,2,4
82.7309236947791,78.3132530120482,0.644132017150264,0.563157894736842,F3,2,7,5,2,4
92.093023255814,76.2790697674419,0.841521051034124,0.541616153170854,F3,2,8,5,2,4
88.5017421602787,70.383275261324,0.752243178904963,0.402478751806403,F3,2,6,5,2,4
90.2173913043478,72.1014492753623,0.80252278990884,0.432856532877882,F3,2,1,5,2,4
90.1185770750988,74.3083003952569,0.78680014831294,0.451778511184452,F3,2,9,5,2,4
88.3116883116883,74.8917748917749,0.766203096300184,0.497109826589596,F3,2,5,5,2,4
90.2325581395349,75.8139534883721,0.803104967075139,0.518684346478388,F3,2,8,5,2,4
88.9328063241107,72.3320158102767,0.774193548387097,0.441360166551006,F3,2,9,5,2,4
90.3614457831325,80.3212851405623,0.789473684210526,0.594476019543324,F3,2,7,5,2,4
61.304347826087,76.0869565217391,0.281502281502281,0.517359786341091,F3,2,3,5,2,4
69.0140845070423,67.6056338028169,0.384339143382675,0.36593468225549,F3,2,2,5,2,4
87.3188405797101,68.8405797101449,0.741296197107659,0.367680750173158,F3,2,1,5,2,4
86.7595818815331,75.2613240418118,0.716152204466191,0.497695170951759,F3,2,6,5,2,4
79.6536796536797,82.2510822510823,0.595144870790916,0.644975072159538,F3,2,5,5,2,4
73.0593607305936,55.7077625570776,0.463525015569857,0.120773146806837,F3,2,4,5,2,4
79.9086757990868,77.1689497716895,0.597695390781563,0.547856965893137,F3,2,4,5,2,4
73.9130434782609,62.6086956521739,0.470452801227935,0.208166533226581,M1,1,3,1,2,5
84.6511627906977,66.9767441860465,0.685156423341469,0.368823651023361,M1,1,8,1,2,5
87.4149659863945,77.5510204081633,0.734021223531713,0.499096494398265,M1,1,10,1,2,5
72.289156626506,75.5020080321285,0.398740157480315,0.46132567294393,M1,1,7,1,2,5
87.4564459930314,72.4738675958188,0.731998339904545,0.398705810592198,M1,1,6,1,2,5
87.8787878787879,78.3549783549784,0.75748031496063,0.568514644351464,M1,1,5,1,2,5
90.8675799086758,78.5388127853881,0.815080638351769,0.555089690944456,M1,1,4,1,2,5
82.6086956521739,75.8893280632411,0.629575402635432,0.4638899503248,M1,1,9,1,2,5
84.037558685446,72.7699530516432,0.675653887495521,0.447841244301421,M1,1,2,1,2,5
82.9710144927536,71.0144927536232,0.654227529587376,0.40972036571673,M1,1,1,1,2,5
87.4149659863945,75.1700680272109,0.731923702498891,0.428259363844637,M1,1,10,1,2,5
87.4458874458875,71.8614718614719,0.749279538904899,0.437745740498034,M1,1,5,1,2,5
73.1225296442688,82.2134387351779,0.482461945731304,0.619065145380935,M1,1,9,1,2,5
78.1395348837209,66.046511627907,0.57165868339621,0.35977972669794,M1,1,8,1,2,5
77.7003484320557,70.0348432055749,0.536067892503536,0.351020193521245,M1,1,6,1,2,5
60.8695652173913,69.1304347826087,0.211128048780488,0.360861056751468,M1,1,3,1,2,5
80.8219178082192,68.0365296803653,0.606620477290223,0.34007748600947,M1,1,4,1,2,5
77.5100401606426,72.289156626506,0.529649868447683,0.416743049190345,M1,1,7,1,2,5
73.4883720930233,57.2093023255814,0.467104404922381,0.178776052478618,M1,1,8,1,2,5
83.982683982684,69.6969696969697,0.679779701022817,0.397181628392484,M1,1,5,2,2,5
82.3293172690763,79.5180722891566,0.632003224506248,0.553622271433091,M1,1,7,2,2,5
89.1304347826087,59.7826086956522,0.780963970160309,0.185299436230188,M1,1,1,2,2,5
79.4466403162055,75.8893280632411,0.579169598874033,0.473940757405324,M1,1,9,2,2,5
