SessionITPCz,SongITPCz,BirdsITPCz,SexITPCz,Perf_SessionSong,Delta_ITPCz,Theta_ITPCz,Alpha_ITPCz,Beta_ITPCz,Gamma_ITPCz
31,2,M1,1,0.187066974595843,0.821519978074691,1.07555414135834,0.918006931181812,1.00478864266567,0.834414903291666
32,2,F1,2,0.30473031726169,0.532371874447566,0.646925919569996,0.815958715320249,1.10305089033454,0.714514510193475
33,2,M3,1,0.38961276707549,1.40667322501227,1.22552918355178,2.53529948869316,2.51850643827582,1.56150963503895
34,2,M2,1,0.2268709224042,0.325444863080585,0.485768939435847,0.822894833817469,0.805023909751814,0.412675130542089
35,2,M2,1,0.0758197818249842,0.424643365642016,0.437394103243368,0.364279634535687,0.280993079014848,0.349236908538046
36,2,F3,2,0.0828052163406511,1.40281231130009,1.25021665666807,1.81751746684425,1.88334130837941,1.41065334575722
37,2,F1,2,0.165872813704356,0.610990866550576,0.464198034518474,0.373718948421282,0.570238540787996,0.55698276759313
38,2,M3,1,0.453907119203372,0.94379441111489,1.38358898618809,0.974205894811159,2.92035253808817,2.24815444574854
39,2,M1,1,0.52276355360059,2.70190187100715,3.54400567199416,2.15828271561112,2.17084982325245,1.97152819000659
40,2,F1,2,0.0496842959172433,0.556363180331059,0.842137952175098,0.534519345226116,0.53684362483494,0.476283184269532
41,2,M2,1,0.04620731869491,0.230114391599637,0.222297932727625,0.337945687802468,0.36170475346745,0.394809905542622
42,2,F2,2,0.37464589286069,1.07718716172235,5.4962650035239,6.00486164025301,4.53077343260372,1.675664142185
43,2,F1,2,0.23622273769239,0.834940821126907,1.07298336267,1.16037450262237,1.03582533184173,0.822306519835858
44,2,M1,1,0.280280963023352,1.2789258869581,1.45111533442962,0.950718512042913,1.40218579872863,0.729284967770783
45,2,F2,2,0.153466484633866,1.7106320656128,2.11291405309968,2.15325010521038,2.41141461971885,1.61104359578047
46,2,M4,1,0.467374647043691,1.13104021491275,2.6615656513054,5.73375821790488,6.68065930679873,3.20627693913356
47,2,M4,1,0.414601762076061,0.36334808811061,1.56616043851195,2.39024463592869,3.74335487248588,2.30850238467856
48,2,M4,1,0.327185761535891,1.31541333343968,1.20332405108898,1.63176348548427,2.66308287464672,1.1865687931987
49,2,M4,1,0.450061311261829,0.631891503413136,0.754284695430966,1.23083595561668,2.76724110618392,1.49897659994117
50,2,M4,1,0.319609303390368,0.54296940836748,0.70216221222424,0.664383315538202,1.15280885531418,0.39478528764361
51,2,M4,1,0.243926805867879,0.876835628570308,0.722332111336114,0.267373500317268,0.405580402811592,0.347284477440198
1,3,F2,2,0.0803902987552267,0.410654275426086,0.420389517171188,0.637049346140379,0.616515373687731,0.529096810929521
2,3,M2,1,0.156752177787736,0.228892105754278,0.421687756238343,0.486295811428251,0.358295509656314,0.427994203867408
3,3,M2,1,0.187009533681312,0.307926876821511,0.63841095956928,0.442822455748274,0.525791052845097,0.460598272461356
4,3,F3,2,0.410338931074261,0.202200022402663,0.922274176008,0.559371696150621,0.556517324663675,0.68575217568027
5,3,M1,1,0.261584072846519,0.845448476201304,0.959170020818906,0.462787194044233,0.616747963152242,0.436267051495197
6,3,F1,2,0.023747281636474,0.318493787753556,0.34354696443323,0.296856716230812,0.238864228541451,0.259634215333616
7,3,M1,1,0.260111247744074,0.275719081006137,0.660848088993584,0.760417035873032,0.752104991197828,0.438214198702401
8,3,M2,1,0.641626216172476,0.546623884436953,1.54115964537967,3.21602123669183,4.01648264450766,2.740572762851
9,3,M1,1,0.349727240503705,0.78936668125752,1.63698006066143,1.07515190395063,2.26641634708898,0.693887065499147
10,3,M2,1,0.601134717944951,0.73329789061042,1.9478600593801,2.98446585588711,3.91714139493593,2.10468494352865
11,3,M2,1,0.640460099655054,0.398700600041088,1.19282825923504,2.49985853130712,2.61934700587705,1.48736331364527
12,3,F1,2,0.0288003500934321,0.394096113456764,0.399860878867981,0.463137935433484,0.310166046747116,0.311397126717796
13,3,F1,2,0.119335612901755,0.430366926805647,0.645135415382558,0.618505844823145,0.634006874531458,0.525255219628841
14,3,M1,1,0.447214342995179,0.364955377182512,1.58217939383854,1.20678185683862,2.00610675466628,1.02064829699383
15,3,M2,1,0.555029041918323,0.536109957312988,1.57245835555478,2.80923113522434,2.63974071047718,1.54649421953858
16,3,F3,2,0.371269085679252,0.519351734081888,0.589916739847394,1.1034905842572,1.20646014171943,0.756175657652936
17,3,M1,1,0.464356784644302,0.491567101572737,2.68145225446942,2.39073013785695,2.65249770708806,0.961696334937892
18,3,F1,2,0.140653826555568,0.195158550714011,0.497169283250176,0.672552323772323,0.84817539064767,0.612882886403423
19,3,M3,1,0.465459936656197,0.306452027567752,0.699639811020071,2.80986129137235,2.82399173502403,1.26264782290632
20,3,M2,1,0.639539693288773,0.409165836879179,0.981473453745569,1.98165972835407,2.22653670135936,0.823076854112406
21,3,F3,2,0.458013580132531,0.429489430764959,0.387826917397764,0.757888243677894,0.883449935407227,0.853867897826475
22,3,F1,2,0.0745072995588738,0.727293560731026,0.909008901167108,0.614574760162503,0.570708689613118,0.432441362292683
23,3,M2,1,0.445968468211112,0.688981300797925,0.734280010884211,1.72126914894312,1.93025206593873,0.936635859773979
24,3,F1,2,0.0841154042767581,1.02487074564959,0.953595127254596,0.87854206112584,0.840168109404656,0.928161555742141
25,3,M2,1,-0.0195986934204388,0.427348360243206,0.252676235378678,0.481889273940872,0.85718307145105,0.504158423251862
26,3,F3,2,0.182715627172828,1.02438020596905,1.03343415045655,0.943486672613685,0.882037176461941,0.966866414455586
27,3,F1,2,0.363441216787539,0.614736467614028,0.750249290405517,0.921531248139399,1.26342477107415,0.906146946073906
28,3,M3,1,0.521094361892499,0.55190026249246,1.07441761587461,1.5082696094015,1.98800178575261,1.00961132510424
29,3,M2,1,0.288892000680133,0.205547639523125,0.536290865745995,1.03132754052898,2.04376587391871,0.733998880081819
30,3,F3,2,0.368534546872561,0.598851879419543,0.565578974479209,0.32023275239087,0.462952394305306,1.01713963887392
31,3,M1,1,0.2577340193195,2.42742591897645,2.82141348980769,2.34266589682237,1.70127854949493,1.06932029031447
32,3,F1,2,0.251511259053111,1.59401961892065,1.1663183201897,1.12605717253689,0.96241749122768,0.699594715467132
33,3,M3,1,0.30893351188051,0.808644741600053,1.34383557759573,1.49005698889823,2.13111424432876,1.28389926450979
34,3,M2,1,0.231068668664398,0.26513230302248,0.42109176041249,0.49987648313714,0.670653420783408,0.368317783637763
35,3,M2,1,0.102955234279454,0.367742696061837,0.262218592138751,0.233198397015266,0.235227578448984,0.327383145364016
36,3,F3,2,0.0865688380681215,0.953403219371571,0.616480817575373,0.669555913576575,0.862825488393798,0.999174777332392
37,3,F1,2,0.230253092664382,0.230942596827425,0.369719273792428,0.466294925719365,0.687287955752974,0.725763369345753
38,3,M3,1,0.386442552703512,0.507895609245374,0.645643026875182,1.3176415270968,1.68718699857275,1.59221171783682
39,3,M1,1,0.525553177928575,1.41196069698774,1.1135604769198,1.39942612190725,2.1067663787565,1.24456482404896
40,3,F1,2,0.150052007560846,1.98282468753668,1.98671386508492,1.84651638305756,1.5015478307303,1.31129852731441
41,3,M2,1,0.0683950241377455,0.305254947310326,0.30206636647029,0.22991386408252,0.288752139175242,0.337850901890358
42,3,F2,2,0.297611936161402,0.78439018033613,8.3247621411613,5.99085608000339,4.86436261203195,1.49286203624718
43,3,F1,2,0.157193584889962,1.19538112377303,2.12271148748334,1.21164628843325,1.34297035502249,0.582476248195972
44,3,M1,1,0.376688465164564,0.661224049915836,0.945717130602354,0.562190002200365,0.71900547370561,0.521282303855199
45,3,F2,2,0.0790736464999825,1.65047947018991,2.45983384118701,2.00261707476637,2.5004167215165,1.47918539079571
46,3,M4,1,0.441463769542638,1.18190345936111,2.03947426528755,4.89469876444592,6.41909639101033,2.73567462410921
47,3,M4,1,0.405142007499087,0.556774346948087,1.41562272272651,2.35141653421975,4.8274993144172,2.07882101186483
48,3,M4,1,0.550037297063475,0.808212028691415,0.590619801499452,1.1846123988263,1.96999543965997,1.10732294326992
49,3,M4,1,0.360582091765398,0.674277461278588,0.487878776688403,0.965575905971007,1.84154839681827,0.895157818638062
50,3,M4,1,0.196786822003663,0.535389690114696,0.898762221486408,0.750582954123509,0.746259721919892,0.424187260668097
51,3,M4,1,0.286127348167515,0.495382120060612,0.405058686995342,0.496704566951103,0.430301503635066,0.378696976227894
1,4,F2,2,0.0871038875905413,0.410361713418368,0.57628497591421,0.650186438033997,0.461143707742113,0.477667883878761
2,4,M2,1,0.0660722450845906,0.288562163572344,0.25572313425641,0.323273367180723,0.287874248836888,0.360470660256636
3,4,M2,1,0.264970266393241,0.256095404878458,0.356250330436021,0.348155115331805,0.642378418705695,0.401809208472658
4,4,F3,2,0.24443821470504,0.635432199485746,0.711870717681398,0.74181347325732,0.783897653988715,0.876991412393541
5,4,M1,1,0.209545083295973,0.62077444426656,1.20173536889692,0.462093871090287,1.25952677980757,0.549182036222582
6,4,F1,2,0.00594831806359413,0.318043177379622,0.278836773906572,0.262727549541516,0.229147648822473,0.269713932509013
7,4,M1,1,0.265717152960162,0.281722762477413,0.578452096374042,0.618644374390493,0.907066518102023,0.447897130221189
8,4,M2,1,0.549142563443679,0.844262043362801,2.28210682642342,3.63322891737793,3.68500288742224,2.13359775781293
9,4,M1,1,0.400405923591288,0.285930697135845,2.80124926302263,1.94237678600403,3.69553171262494,1.04044007131721
10,4,M2,1,0.728862136038397,0.840239190332393,1.84752723779961,2.91242845246297,3.64511001262346,1.73922909817797
11,4,M2,1,0.51143457417465,0.581654022504446,1.1280509836449,2.71973343821112,2.63635431939445,1.92779563210039
12,4,F1,2,0.026119340669409,0.414835639662658,0.243092390746891,0.337469571147235,0.375662330699705,0.283882758228215
13,4,F1,2,0.0967201648005245,0.587400499219924,0.860920075525847,0.703500043849273,0.581429347304017,0.644695976148534
14,4,M1,1,0.298029794203254,0.452348825855012,1.09608527254645,2.13478669824336,3.05496181837135,1.05583716533657
15,4,M2,1,0.512082678131134,0.618622422976415,1.80891626282772,3.70117991886872,3.40558762120877,1.5654337132385
16,4,F3,2,0.4665047036576,0.511657047934403,0.926955265330732,0.985494349616437,1.66809215626231,0.713834997482955
17,4,M1,1,0.440103048171197,0.805652353886532,2.34249634463882,2.36256524749736,3.75557988975621,1.46798404360607
18,4,F1,2,0.125973290799061,0.503792498359579,1.16307172216185,1.74752675196321,1.06802051092124,0.684229318692767
19,4,M3,1,0.417588164878281,0.507141783193761,0.903692279584454,2.60369205428228,3.81173104573904,1.32642844742651
20,4,M2,1,0.347802723012834,0.32419994159543,1.99491904392293,4.25445743477845,3.49047980495304,1.53905569707951
21,4,F3,2,0.418744750153867,0.348290978106478,0.282630703610071,0.545359468789598,0.904794220276,0.801482370197088
22,4,F1,2,0.118168156846793,0.417723539959125,0.439103899744367,0.337833120687873,0.343777084432593,0.405937252801894
23,4,M2,1,0.585179026375031,0.75571583109096,1.98484040481288,4.15746154822243,3.40321852212719,1.18176431112906
24,4,F1,2,0.281082354352823,1.21028096428207,0.847951506118083,0.576578023986436,0.86908845127548,0.952581586949886
25,4,M2,1,0.11521589057041,1.32313245310879,0.84574393655877,2.05446739984076,1.64188514934246,0.567334666868242
26,4,F3,2,0.234337505659287,1.52442959375828,1.47025009880747,0.91077367552182,0.769707250866095,0.99164238043879
27,4,F1,2,0.28712309551444,1.28551541821868,0.851136743087837,1.13965031214417,1.34351128688724,0.950612527304796
28,4,M3,1,0.416295427740742,0.398139220775814,0.949343231549017,2.96920783024665,2.41960120774477,1.20139294351143
29,4,M2,1,0.298622045793261,0.228080380529603,0.516682537459807,0.715262822418905,1.23243847911811,0.578317727955557
30,4,F3,2,0.300624365540404,0.362756846135155,0.481659045845605,0.384748549259181,0.51065992761385,0.873884946033581
31,4,M1,1,0.337300642704118,1.59923842484139,1.50694304962195,1.0541210025683,0.836123296159161,0.88030849544087
32,4,F1,2,0.261339703182683,1.01476167991416,1.10764387335724,1.64792490544149,0.976428741507936,0.771688012344666
33,4,M3,1,0.330237053734338,0.613773575339746,1.31078556720745,1.56072722330247,3.02157377502013,1.18483071095822
34,4,M2,1,0.200713112809758,0.481316241121631,0.32770338902148,0.419443123623908,0.622052495353459,0.386449182123071
35,4,M2,1,0.0617256128958794,0.315818410563801,0.250498143417343,0.220225042146383,0.29654902216619,0.332395840843301
36,4,F3,2,0.0377310109921316,0.501982405302588,0.829704822417955,0.724041275992912,0.800365677239529,0.931986055319952
37,4,F1,2,0.251031509054227,0.434643899019847,0.551448176789723,0.41162383145084,0.567299430087606,0.519904034722405
38,4,M3,1,0.366533516414252,1.26972719376714,1.7948830768715,1.89279054032236,2.57428784696375,2.35029277903008
39,4,M1,1,0.516143268570616,1.31450450078258,2.39499121157313,1.11159138976783,3.19241054388678,1.69129352389542
40,4,F1,2,0.087534105588895,0.636738439201789,0.704238527877603,0.541811084062992,0.463504238727692,0.50590246391621
41,4,M2,1,0.0704267309829289,0.415022783855233,0.41161005492255,0.32736686244585,0.285691790290587,0.396522516961652
42,4,F2,2,0.290773998839662,0.348449708141295,3.25344729067114,4.49797448738053,4.83631824529836,2.18573697729453
43,4,F1,2,0.160090222373686,0.609457619065686,0.807740933994721,0.86715155204978,1.01905713838574,0.592564561731429
44,4,M1,1,0.327477473773836,1.29448038184054,1.78697902592378,1.13131436488637,1.28523083084629,0.890628431185821
45,4,F2,2,-0.0121877726612511,1.10135885257549,0.955392815777781,1.06455158130259,1.71541314330661,0.85555249074248
46,4,M4,1,0.592828245685066,1.66281105644567,5.3112146177566,8.18668606738581,10.3609436863899,4.26065521118302
47,4,M4,1,0.503287883172444,0.345345153342245,0.658650898304789,1.54648579593258,2.49526022937557,1.35547809879657
48,4,M4,1,0.448371113269151,1.70621630657802,1.06813721993799,2.15530633166962,3.58933847628993,1.58508785632703
49,4,M4,1,0.418381932499587,0.814818736224875,1.04751158766893,1.69318981134911,2.25257167261109,1.09893894637418
50,4,M4,1,0.311905605760474,0.815100498199215,0.488280170439243,0.504412652060813,1.08902161099189,0.387240437730006
51,4,M4,1,0.226252477097296,0.486395441958022,0.693901616028934,0.255982457931953,0.501461844106712,0.360549002950784
1,5,F2,2,0.0945202637707538,0.39077194912706,0.32284335671787,0.392656646381069,0.440111539205171,0.400230685523625
2,5,M2,1,0.0700060569704664,0.298199743886515,0.359812437149159,0.381973069288188,0.360731367183462,0.37270057343139
3,5,M2,1,0.247426130612946,0.181730933798479,0.390644085576784,0.499257382819494,0.696483304252105,0.413937578934868
4,5,F3,2,0.352120173181471,0.493272713177155,0.89931483545806,0.910599248012794,0.614178296556314,0.605271585180341
5,5,M1,1,0.234392627087561,0.652244600240755,1.30396915541175,0.820621643570564,1.13892027795827,0.454005238837649
6,5,F1,2,0.0171521530411206,0.587000295714838,1.27711207840289,0.505770053473211,0.366098392320015,0.322612760340098
7,5,M1,1,0.196659938877303,0.41330173645435,1.11075750936465,0.879374222482425,1.10624549284707,0.508891826175303
8,5,M2,1,0.694107939115331,0.825070739498092,3.33836237035146,2.97145797661422,3.10067457792058,1.81690832256815
9,5,M1,1,0.334446929152061,0.402331908689648,4.47236256824154,2.43243550746793,3.90916959965265,1.05755019131823
10,5,M2,1,0.710911317882204,0.644001188324753,2.94295531429705,2.7225037763541,3.0797150648769,1.75598002635757
11,5,M2,1,0.644065680524343,0.903114395164923,2.72820468169108,2.97450414888757,2.95367272455077,1.72882297779766
12,5,F1,2,-0.00496467418556912,0.297862628571845,0.25894552082737,0.456415016216469,0.3276269040369,0.312426725454859
13,5,F1,2,0.0658241916292413,0.522589285116181,0.808862299968875,0.660729459655714,0.725975653286007,0.641784991066095
14,5,M1,1,0.434490468335134,0.417277726186876,2.15145396554532,2.4697802258601,3.55507009977237,1.68077273059833
15,5,M2,1,0.529846256624883,0.440219655770684,2.95238582720698,3.44253674791223,2.80809318160801,1.56328167211596
16,5,F3,2,0.421623129980266,0.24740219767706,0.765414560309819,1.1214336490301,1.14291621215293,0.807795762185882
17,5,M1,1,0.532250654276463,1.71400183616985,4.55403175829658,4.07570824822695,4.71166615345604,1.9253109852336
18,5,F1,2,0.198981163066254,0.485785503063712,1.22785247837337,1.0781655438545,0.756716564872081,0.704906281487376
19,5,M3,1,0.552527235184476,0.421929100562833,1.6680247868469,1.97034516765243,2.95793653415967,1.32125930170145
20,5,M2,1,0.349109887359931,0.630331747573952,2.58023127596155,3.38094201593445,3.06431194279043,1.53708339720259
21,5,F3,2,0.471761271305224,1.13607129741014,0.801521550915887,0.954071382092403,1.0655185927519,0.94759750193649
22,5,F1,2,0.148415719293724,0.544494121484477,0.670385277889375,0.504392491628523,0.547768807722976,0.490284411148448
23,5,M2,1,0.416562604182032,0.608424057641705,2.63399620187786,2.25120744255027,2.58776568146047,1.11783714381061
24,5,F1,2,0.163985710688845,0.747297276889734,0.822298456964821,0.759407504062518,0.822706094442104,0.805188418624421
25,5,M2,1,0.316526594926544,0.397658332092085,1.53710664614036,1.284748951203,1.53892273441807,0.545875127712536
26,5,F3,2,0.281039971743241,1.16280835070302,0.705325405566841,0.427357981015921,0.523125008737464,0.624697346106912
27,5,F1,2,0.227310794278177,0.786839229958697,1.21964913123671,1.12166027922933,0.898128510047204,0.898424872181909
28,5,M3,1,0.534596137887167,0.355781496549892,1.15300624550071,1.50424946915307,1.53516522088739,0.837663650681246
29,5,M2,1,0.270982746864617,0.611361196686014,0.472757627776862,0.711782748864251,1.15667267415745,0.744799453556512
30,5,F3,2,0.267401483042277,0.242705211447703,0.482045268656949,0.41006316642116,0.579970259948689,0.732813980623268
31,5,M1,1,0.114513981358189,2.23140913037603,1.14642191800483,0.802075503336731,0.664519927784746,0.59480672276576
32,5,F1,2,0.258118806083211,1.08004929716762,1.39989014530495,0.952828196704446,1.1314776286416,0.717493867323079
33,5,M3,1,0.274778215117597,1.29218144318438,1.3911974085784,1.26416662697207,1.68446801132095,1.45558667153785
34,5,M2,1,0.283311832192692,0.506525999414479,0.406213963152078,0.561188002644739,0.529993222719399,0.423403242873863
35,5,M2,1,0.134635282633059,0.379397751802661,0.229174766366619,0.275737319503268,0.3221343033936,0.317608231403983
