"","npar","AIC","BIC","logLik","-2*log(L)","Chisq","Df","Pr(>Chisq)"
"null_model_cohen",2,2.31804677325983,6.18169803870848,0.840976613370085,-1.68195322674017,NA,NA,NA
"effect_model_cohen",3,-19.9461124922275,-14.1506355940545,12.9730562461138,-25.9461124922275,24.2641592654874,1,8.39873931724758e-07
