"","npar","AIC","BIC","logLik","-2*log(L)","Chisq","Df","Pr(>Chisq)"
"null_model_cohen",2,436.874381989284,440.738033254732,-216.437190994642,432.874381989284,NA,NA,NA
"effect_model_cohen",3,423.234799639101,429.030276537274,-208.617399819551,417.234799639101,15.6395823501824,1,7.66335718378275e-05
