Session_Number,Song_Number,Perf_LFP,Perf_MUAe,Name,Sex,Depth
19,3,0.465459936656197,0.534865742829356,M3,1,3
19,4,0.417588164878281,0.59479506408295,M3,1,3
19,5,0.552527235184476,0.589152465038371,M3,1,3
19,6,0.616617916836104,0.628579886784708,M3,1,3
19,7,0.381743968469621,0.473482690582427,M3,1,3
19,8,0.481260215799965,0.548915798342545,M3,1,3
19,9,0.567139606519928,0.652996944973224,M3,1,3
19,10,0.426259428879284,0.474765883857912,M3,1,3
20,1,0.361185685295698,0.447031177681425,M2,1,3
20,2,0.421098318488333,0.401186531717558,M2,1,3
20,3,0.639539693288773,0.410668360304783,M2,1,3
20,4,0.347802723012834,0.359513733761065,M2,1,3
20,5,0.349109887359931,0.366190669848227,M2,1,3
20,6,0.362449903051106,0.329576584731195,M2,1,3
20,7,0.535114294147571,0.405250505426618,M2,1,3
20,8,0.648004021020977,0.486166581223047,M2,1,3
20,9,0.413508208890209,0.410642268352295,M2,1,3
20,10,0.501491344452138,0.471061030645654,M2,1,3
21,1,0.380115938317034,0.482846830316008,F3,2,3
21,2,0.302763567920595,0.387363833751026,F3,2,3
21,3,0.458013580132531,0.432844710566324,F3,2,3
21,4,0.418744750153867,0.544173621443278,F3,2,3
21,5,0.471761271305224,0.491748049868706,F3,2,3
21,6,0.435857767702218,0.475214606961951,F3,2,3
21,7,0.64656805909055,0.579296363261615,F3,2,3
21,8,0.524608946653282,0.512212161913907,F3,2,3
21,9,0.305866423975921,0.466995192493216,F3,2,3
21,10,0.33021668441417,0.429430915177845,F3,2,3
22,1,0.117959511737027,0.201410501561337,F1,2,3
22,2,0.0764396177385482,0.156719685824888,F1,2,3
22,3,0.0745072995588738,0.0962480764309036,F1,2,3
22,4,0.118168156846793,0.110938873511118,F1,2,3
22,5,0.148415719293724,0.157071178442126,F1,2,3
22,6,0.108007264288909,0.156380448312906,F1,2,3
22,7,0.217325298197276,0.131430134297111,F1,2,3
22,8,0.0969466176403287,0.10883378335542,F1,2,3
22,9,0.0798284405530675,0.177207011045352,F1,2,3
22,10,0.120539185447374,0.0959364538682962,F1,2,3
23,1,0.60959890054558,0.65379075783221,M2,1,3
23,2,0.37385363502126,0.50135522771739,M2,1,3
23,3,0.445968468211112,0.389161325667518,M2,1,3
23,4,0.585179026375031,0.524831834653433,M2,1,3
23,5,0.416562604182032,0.328278041323699,M2,1,3
23,6,0.366631688089509,0.339861434281613,M2,1,3
23,7,0.539504325273171,0.541939227955258,M2,1,3
23,8,0.366302877371424,0.391763978278798,M2,1,3
23,9,0.515285784011304,0.418854713501499,M2,1,3
23,10,0.458817110941086,0.42316421877006,M2,1,3
24,1,0.0982356506655982,0.12334294223986,F1,2,3
24,2,0.181615619416401,0.182859080759167,F1,2,3
24,3,0.084115404276758,0.175031546677333,F1,2,3
24,4,0.281082354352822,0.131390101327724,F1,2,3
24,5,0.163985710688845,0.143950585430953,F1,2,3
24,6,0.165707843256349,0.143984426805562,F1,2,3
24,7,0.187251364297109,0.152730494071568,F1,2,3
24,8,0.219658664806923,0.137635095931549,F1,2,3
24,9,0.134995147488414,0.164426516861974,F1,2,3
24,10,0.197077309094973,0.14621910938613,F1,2,3
25,1,0.250604351329573,0.337260677466863,M2,1,4
25,2,0.252152125128655,0.122226140350467,M2,1,4
25,3,-0.0195986934204388,0.119232427770591,M2,1,4
25,4,0.11521589057041,0.314548656178417,M2,1,4
25,5,0.316526594926544,0.261137823866198,M2,1,4
25,6,0.254859926133701,0.327228929649408,M2,1,4
25,7,0.132081039814209,0.407638691069648,M2,1,4
25,8,0.142317035851415,0.344377182722201,M2,1,4
25,9,0.225458672214867,0.370037056643727,M2,1,4
25,10,0.2734375,0.388615600843289,M2,1,4
26,1,0.42069752072933,0.659122343621721,F3,2,4
26,2,0.267267711941277,0.292359102676863,F3,2,4
26,3,0.182715627172828,0.34073620640657,F3,2,4
26,4,0.234337505659287,0.459939012338022,F3,2,4
26,5,0.281039971743241,0.439124260162894,F3,2,4
26,6,0.314657409681805,0.39068579021748,F3,2,4
26,7,0.131464351113918,0.350923015840904,F3,2,4
26,8,0.114410239403767,0.294683293742732,F3,2,4
26,9,0.321804806856577,0.408689193786207,F3,2,4
26,10,0.111028251520358,0.346749914646985,F3,2,4
27,1,0.309691991804151,0.311869473668214,F1,2,4
27,2,0.354828278990546,0.25574087562083,F1,2,4
27,3,0.363441216787539,0.300425422597601,F1,2,4
27,4,0.28712309551444,0.270406789260697,F1,2,4
27,5,0.227310794278177,0.197627294123544,F1,2,4
27,6,0.314428650581345,0.31218265237585,F1,2,4
27,7,0.380919359221734,0.398425551778575,F1,2,4
27,8,0.405571829993198,0.364621285788779,F1,2,4
27,9,0.295853625124709,0.355527995011961,F1,2,4
27,10,0.368381552613259,0.360025355400297,F1,2,4
28,1,0.466666187784127,0.558296206640845,M3,1,4
28,2,0.54416257869271,0.636013937882584,M3,1,4
28,3,0.521094361892499,0.588811644432924,M3,1,4
28,4,0.416295427740742,0.48558333520553,M3,1,4
28,5,0.534596137887167,0.620624625840537,M3,1,4
28,6,0.548182538305911,0.523725161098691,M3,1,4
28,7,0.452940523329688,0.544660119366661,M3,1,4
28,8,0.403935791745737,0.551313105791757,M3,1,4
28,9,0.476469905005031,0.515378161353868,M3,1,4
28,10,0.634544912072956,0.628394762337847,M3,1,4
29,1,0.352632611420746,0.234069010955895,M2,1,4
29,2,0.303567280839,0.159215566439254,M2,1,4
29,3,0.288892000680133,0.222930945641437,M2,1,4
29,4,0.298622045793261,0.170549954322614,M2,1,4
29,5,0.270982746864617,0.187468707309975,M2,1,4
29,6,0.389271291743131,0.241749813007824,M2,1,4
29,7,0.233906935886731,0.203960737653859,M2,1,4
29,8,0.284700330521038,0.140179812272245,M2,1,4
29,9,0.318644332715968,0.229213737497975,M2,1,4
29,10,0.315271623324106,0.191936381977769,M2,1,4
30,1,0.378826488235951,0.399934554035307,F3,2,4
30,2,0.279593003983572,0.375718198390293,F3,2,4
30,3,0.36853454687256,0.287715936777196,F3,2,4
30,4,0.300624365540404,0.275452939997213,F3,2,4
30,5,0.267401483042277,0.290835919081605,F3,2,4
30,6,0.313317230583995,0.398070499860471,F3,2,4
30,7,0.283331906805727,0.265961525960042,F3,2,4
30,8,0.36312292646963,0.44878360920958,F3,2,4
30,9,0.292058285782828,0.365868860785364,F3,2,4
30,10,0.369335179188337,0.440829962736812,F3,2,4
31,1,NaN,NaN,M1,1,4
31,2,0.187066974595843,0.249146757679181,M1,1,4
31,3,0.257734019319501,0.240483997578654,M1,1,4
31,4,0.337300642704118,0.398049233627496,M1,1,4
31,5,0.114513981358189,0.335044330377975,M1,1,4
31,6,0.220571816442423,0.192594555711202,M1,1,4
31,7,0.746477219351808,0.669794257291431,M1,1,4
31,8,0.235333774219268,0.188829051098788,M1,1,4
31,9,0.349066756495688,0.442958814938789,M1,1,4
31,10,0.400024540251914,0.357394867178609,M1,1,4
32,1,0.216734071511623,0.112248413637477,F1,2,4
32,2,0.30473031726169,0.0765093657087643,F1,2,4
32,3,0.251511259053111,0.122031381451397,F1,2,4
32,4,0.261339703182683,0.0974045277003594,F1,2,4
32,5,0.258118806083211,0.0859574452974077,F1,2,4
32,6,0.251890892504931,0.0879910315686576,F1,2,4
32,7,0.290192743349152,0.136555881040862,F1,2,4
32,8,0.319016418461297,0.133980340779758,F1,2,4
32,9,0.194743104324466,0.131954376112888,F1,2,4
32,10,0.273805985729267,0.143306964471466,F1,2,4
33,1,0.399406983903695,0.543848395241392,M3,1,4
33,2,0.38961276707549,0.61911333527049,M3,1,4
33,3,0.30893351188051,0.447797878008737,M3,1,4
33,4,0.330237053734338,0.529074019088008,M3,1,4
33,5,0.274778215117597,0.501978172868455,M3,1,4
33,6,0.363058794554585,0.505661377486417,M3,1,4
33,7,0.346989728727634,0.494272187968776,M3,1,4
33,8,0.471069909019254,0.562135348485709,M3,1,4
33,9,0.332372892564854,0.495656629828377,M3,1,4
33,10,0.394938375350762,0.548467743935057,M3,1,4
34,1,0.213958442426684,0.0489299213972852,M2,1,4
34,2,0.2268709224042,0.0861522279841467,M2,1,4
34,3,0.231068668664398,0.0508153713051739,M2,1,4
34,4,0.200713112809758,0.0577095464896065,M2,1,4
34,5,0.283311832192692,0.0904801149084608,M2,1,4
34,6,0.222167093636874,0.0819834624372295,M2,1,4
34,7,0.150877039143844,0.0423032075180293,M2,1,4
34,8,0.123856853131376,0.106482620886949,M2,1,4
34,9,0.0969775340796703,0.059152523308182,M2,1,4
34,10,0.186310993198439,0.0479969949909159,M2,1,4
35,1,0.142091354262739,0.0512661724500163,M2,1,4
35,2,0.0758197818249841,0.0676853161805736,M2,1,4
35,3,0.102955234279454,0.0174759121361398,M2,1,4
35,4,0.0617256128958793,0.0566506804478402,M2,1,4
35,5,0.134635282633059,0.0888454129246744,M2,1,4
35,6,0.0475102961865771,0.0106385301098938,M2,1,4
35,7,0.102533520952923,0.0767278499365683,M2,1,4
35,8,0.135778190242777,0.077290229980229,M2,1,4
35,9,0.0908328705739268,0.0496673510314999,M2,1,4
35,10,0.0738630663581565,0.00974629731532809,M2,1,4
36,1,0.0580200828033895,0.192628390416678,F3,2,4
36,2,0.0828052163406511,0.110439044308951,F3,2,4
36,3,0.0865688380681218,0.17130539878653,F3,2,4
36,4,0.0377310109921316,0.116492064829166,F3,2,4
36,5,0.0823536894418492,0.123683663350585,F3,2,4
36,6,0.0194097319148421,0.265603734163916,F3,2,4
36,7,0.00411444446287851,0.221309188681776,F3,2,4
36,8,0.106834261098519,0.179451457992596,F3,2,4
36,9,0.0329991912336512,0.191695643446732,F3,2,4
36,10,0.0644398135906403,0.140167124753195,F3,2,4
37,1,0.244786257724935,0.141484319915667,F1,2,4
37,2,0.165872813704356,-0.00218061860847027,F1,2,4
37,3,0.230253092664382,0.0420786744308785,F1,2,4
37,4,0.251031509054227,0.111078241640026,F1,2,4
37,5,0.124351172019605,0.0539016441840436,F1,2,4
37,6,0.202096947379451,0.0798184059382866,F1,2,4
37,7,0.133430043583025,0.016839275638198,F1,2,4
37,8,0.216364086004168,0.0868266141095034,F1,2,4
37,9,0.223243814456362,0.0931279585077906,F1,2,4
37,10,0.164894830561454,0.0415519189784605,F1,2,4
38,1,0.352148274763498,0.540220620506696,M3,1,4
38,2,0.453907119203372,0.446526718102729,M3,1,4
38,3,0.386442552703512,0.576483133356867,M3,1,4
38,4,0.366533516414252,0.524615661604615,M3,1,4
38,5,0.340309276096361,0.462857092845789,M3,1,4
38,6,0.302781412256722,0.579849084045274,M3,1,4
38,7,0.268116896614203,0.448056215674022,M3,1,4
38,8,0.269681546804895,0.441280669406006,M3,1,4
38,9,0.340989604835461,0.441393184772275,M3,1,4
38,10,0.303388917953496,0.488469748029248,M3,1,4
39,1,0.402715584934394,0.545747318656449,M1,1,5
39,2,0.522763553600591,0.55005767726352,M1,1,5
39,3,0.525553177928575,0.543532526616285,M1,1,5
39,4,0.516143268570616,0.445883676290062,M1,1,5
39,5,0.515651522569567,0.53558029193024,M1,1,5
39,6,0.43973806376525,0.496568437308431,M1,1,5
39,7,0.519773354053955,0.466814709101682,M1,1,5
39,8,0.312211647580975,0.433143115280081,M1,1,5
39,9,0.498563545660942,0.627513269152924,M1,1,5
39,10,0.415993533893337,0.453547308435097,M1,1,5
40,1,0.201444276643605,0.140742772306613,F1,2,5
40,2,0.0496842959172433,0.0428547983666671,F1,2,5
40,3,0.150052007560846,0.0738994634647653,F1,2,5
40,4,0.0875341055888951,0.0940412922776262,F1,2,5
40,5,0.0853877307511119,0.144769750139793,F1,2,5
40,6,0.0557105853776094,0.0433800549911999,F1,2,5
40,7,0.085668611266104,0.0636214056945297,F1,2,5
40,8,0.107824653370755,0.0621333776893786,F1,2,5
40,9,0.0987635109660273,0.149539172560304,F1,2,5
40,10,0.0977811818714151,0.0760108244624371,F1,2,5
41,1,0.0482037218832391,0.0176673499750054,M2,1,5
41,2,0.0462073186949099,0.0355732870301484,M2,1,5
41,3,0.0683950241377456,0.0436708729015765,M2,1,5
41,4,0.0704267309829288,-0.0804986304550978,M2,1,5
41,5,0.0739791680314648,0.086665377094744,M2,1,5
41,6,0.040984785088174,0.00159638964707362,M2,1,5
41,7,0.0394081419982413,0.0437434750313488,M2,1,5
41,8,0.0852753729755236,0.0518839111439175,M2,1,5
41,9,0.134409644046836,0.0975639628256736,M2,1,5
41,10,0.035568633656562,0.0455636748944927,M2,1,5
42,1,0.386293099215348,0.383714129566971,F2,2,5
42,2,0.37464589286069,0.485329137948875,F2,2,5
42,3,0.297611936161402,0.30903804147225,F2,2,5
42,4,0.290773998839662,0.327271652660624,F2,2,5
42,5,0.283963670081085,0.429842054932575,F2,2,5
42,6,0.210828626951521,0.328334448144666,F2,2,5
42,7,0.292476230254694,0.387671153929737,F2,2,5
42,8,0.287216476854063,0.39153636926435,F2,2,5
42,9,0.292002117557665,0.515486178938893,F2,2,5
42,10,0.323662014514454,0.423050439543034,F2,2,5
43,1,0.221754489093407,0.204067461142894,F1,2,5
43,2,0.23622273769239,0.230631523777685,F1,2,5
43,3,0.157193584889962,0.300419934175897,F1,2,5
43,4,0.160090222373686,0.146744324261383,F1,2,5
43,5,0.27183828093422,0.196445039957728,F1,2,5
43,6,0.2658609913365,0.216115861047363,F1,2,5
43,7,0.206650011392193,0.200481944224851,F1,2,5
43,8,0.193113488948592,0.32449916672502,F1,2,5
43,9,0.201552031387735,0.220261606497197,F1,2,5
43,10,0.19871535668529,0.267260940800405,F1,2,5
44,1,0.360066451121291,0.348871349307116,M1,1,5
44,2,0.280280963023352,0.31469230875264,M1,1,5
44,3,0.376688465164564,0.285527957772609,M1,1,5
44,4,0.327477473773836,0.324744455730878,M1,1,5
44,5,0.29595606159783,0.215963529514073,M1,1,5
44,6,0.32982606353582,0.29608035604702,M1,1,5
44,7,0.397652312713781,0.323864066937998,M1,1,5
44,8,0.215814331423149,0.281590433149576,M1,1,5
44,9,0.393049746309822,0.383413827640974,M1,1,5
44,10,0.402060477140237,0.310156137041734,M1,1,5
45,1,0.0687668314885155,0.0535056789255346,F2,2,5
45,2,0.153466484633866,0.1355679304469,F2,2,5
45,3,0.0790736464999823,0.214819589213216,F2,2,5
45,4,-0.012187772661251,0.0525077649573376,F2,2,5
45,5,0.209280899338167,0.151599325254258,F2,2,5
45,6,0.257955224454692,0.29061933148589,F2,2,5
45,7,0.0693303733673979,0.255948321343927,F2,2,5
45,8,0.137363389208964,0.186218993961358,F2,2,5
45,9,0.0618577226009803,0.243394370748433,F2,2,5
45,10,0.0812040602030104,0.265470852017937,F2,2,5
46,1,0.492013552592407,0.503857480151828,M4,1,2
46,2,0.467374647043691,0.455266300949406,M4,1,2
46,3,0.441463769542638,0.534289037265741,M4,1,2
46,4,0.592828245685066,0.645658594360164,M4,1,2
46,5,0.549476940558366,0.471611058537989,M4,1,2
46,6,0.524902514519977,0.531603652352045,M4,1,2
46,7,0.589241206187393,0.526039688577848,M4,1,2
46,8,0.473198854248853,0.518411921728385,M4,1,2
46,9,0.51576310924142,0.503099438864942,M4,1,2
46,10,0.51192759680333,0.49190827270628,M4,1,2
47,1,0.380913414601782,0.366921954477606,M4,1,2
47,2,0.414601762076061,0.29957057995289,M4,1,2
47,3,0.405142007499087,0.337036772111435,M4,1,2
47,4,0.503287883172444,0.321642768113931,M4,1,2
47,5,0.517309998132679,0.316132946009601,M4,1,2
47,6,0.530988972512974,0.311223204424438,M4,1,2
47,7,0.424932936215007,0.431869945997938,M4,1,2
47,8,0.50529578969189,0.3210315198167,M4,1,2
47,9,0.47790205172322,0.27465658498286,M4,1,2
47,10,0.38607072061249,0.303563015027479,M4,1,2
48,1,0.472740473349918,0.395003622881611,M4,1,2
48,2,0.327185761535891,0.37552273206873,M4,1,2
48,3,0.550037297063474,0.39495708137968,M4,1,2
48,4,0.448371113269151,0.378141626233736,M4,1,2
48,5,0.369267447027232,0.363291500744069,M4,1,2
48,6,0.402493961870795,0.355821525741949,M4,1,2
48,7,0.355322051855312,0.402685060987475,M4,1,2
48,8,0.392451419642219,0.35142968718514,M4,1,2
48,9,0.423733735347989,0.377192415994638,M4,1,2
48,10,0.310328218387238,0.220694981609108,M4,1,2
49,1,0.326306855056583,0.297243432613101,M4,1,3
49,2,0.450061311261829,0.411338258808207,M4,1,3
49,3,0.360582091765398,0.296781687270487,M4,1,3
49,4,0.418381932499587,0.421475309465247,M4,1,3
49,5,0.320066041173025,0.365530652144939,M4,1,3
49,6,0.457792035117083,0.443037192740154,M4,1,3
49,7,0.442279702883803,0.373743374447584,M4,1,3
49,8,0.358082174355832,0.416062706160632,M4,1,3
49,9,0.543660879463901,0.486287969852203,M4,1,3
49,10,0.487743765455546,0.393903707058874,M4,1,3
50,1,0.324156464121863,0.225581259435657,M4,1,3
50,2,0.319609303390368,0.248029567634499,M4,1,3
50,3,0.196786822003663,0.241377799272151,M4,1,3
50,4,0.311905605760474,0.188189989066018,M4,1,3
50,5,0.33996935659018,0.241824288762406,M4,1,3
50,6,0.307307642538835,0.183461815986106,M4,1,3
50,7,0.229248558177926,0.189977444222575,M4,1,3
50,8,0.29572719965671,0.274658400728949,M4,1,3
50,9,0.361753051302908,0.208662261259485,M4,1,3
50,10,0.291581139910416,0.228888066303848,M4,1,3
51,1,0.217052793752768,0.058949528483044,M4,1,3
51,2,0.243926805867879,0.0512597073599335,M4,1,3
51,3,0.286127348167515,0.0813175481800842,M4,1,3
51,4,0.226252477097296,0.0767140709483923,M4,1,3
51,5,0.16783104869661,0.0380486493044458,M4,1,3
51,6,0.264018847459669,0.119118001952261,M4,1,3
51,7,0.120343695368334,-0.0514229784954591,M4,1,3
