Session,OrderParts,LFP_Perf,MUAe_Perf,Name,Sex,Depth
36,4,0.066738405010917,0.179604774171656,F3,2,4
36,5,0.0569298803806305,0.25632318854332,F3,2,4
37,1,0.0582110534111659,0.0223642488320668,F1,2,4
37,2,0.149319579203924,0.0712089687585831,F1,2,4
37,3,0.0827372272809346,0.0838222354650497,F1,2,4
37,4,0.0879074583450953,0.0760469883680344,F1,2,4
37,5,0.0952608644962311,0.0581205844879151,F1,2,4
38,1,0.23480030298233,0.466011935472488,M3,1,4
38,2,0.247150462865829,0.400675749778748,M3,1,4
38,3,0.18245310485363,0.386185333132744,M3,1,4
38,4,0.261859419941902,0.449625328183174,M3,1,4
38,5,0.286288641001049,0.572728389187863,M3,1,4
39,1,0.472816536823908,0.542441546916962,M1,1,5
39,2,0.484676068027814,0.542556509375572,M1,1,5
39,3,0.497863282759984,0.623157675067584,M1,1,5
39,4,0.564464737971624,0.66481052339077,M1,1,5
39,5,0.441694217068808,0.47539279290608,M1,1,5
40,1,0.0344140621332022,0.107834274952228,F1,2,5
40,2,0.102378148298997,0.111800285486075,F1,2,5
40,3,0.0746147724298331,0.153113213869242,F1,2,5
40,4,0.0678088068962097,0.0873389198229862,F1,2,5
40,5,0.0322793970505396,0.100817645589511,F1,2,5
41,1,0.0179895000024275,0.0196778557517312,M2,1,5
41,2,0.015921105038036,0.00912212241779673,M2,1,5
41,3,0.0289876569401134,0.0334729931571267,M2,1,5
41,4,0.0223256999796087,0.0168290409174832,M2,1,5
41,5,0.0215234343822186,0.0353509416946998,M2,1,5
42,1,0.29148033062617,0.291191422939301,F2,2,5
42,2,0.175865268707275,0.291321611404419,F2,2,5
42,3,0.21824803352356,0.315438361962636,F2,2,5
42,4,0.286110885938009,0.245440777142843,F2,2,5
42,5,0.174060467630625,0.234029017388821,F2,2,5
43,1,0.153070266430195,0.251801380744347,F1,2,5
43,2,0.155623247990241,0.239846917299124,F1,2,5
43,3,0.160417648462149,0.318976704890911,F1,2,5
43,4,0.164847676570599,0.34891186769192,F1,2,5
43,5,0.0728053992444818,0.209046439691023,F1,2,5
44,1,0.298780289563266,0.201292726126584,M1,1,5
44,2,0.345073461532593,0.263785535638983,M1,1,5
44,3,0.387483477592468,0.310821479017084,M1,1,5
44,4,0.314235519279133,0.300417379899459,M1,1,5
44,5,0.276341997660123,0.258199109480931,M1,1,5
45,1,0.129106163978577,0.292795181274414,F2,2,5
45,2,0.0846721291542053,0.237007701396942,F2,2,5
45,3,0.110546660423279,0.302314281463623,F2,2,5
45,4,0.0634072780609131,0.175916290283203,F2,2,5
45,5,0.0601679484049479,0.098919282356898,F2,2,5
46,1,0.46651343362672,0.476081447941916,M4,1,2
46,2,0.502547259841646,0.601822865860803,M4,1,2
46,3,0.465607404708862,0.486815422773361,M4,1,2
46,4,0.513145468064717,0.532167315483093,M4,1,2
46,5,0.521035019840513,0.512363527502332,M4,1,2
47,1,0.308015341108495,0.335151536898179,M4,1,2
47,2,0.344940120523626,0.367867924950339,M4,1,2
47,3,0.401072366671129,0.345628185705705,M4,1,2
47,4,0.351583589207043,0.296658662232486,M4,1,2
47,5,0.402588195270962,0.351380752192603,M4,1,2
48,1,0.359706824024518,0.41595118244489,M4,1,2
48,2,0.51128359635671,0.459657619396845,M4,1,2
48,3,0.370989511410395,0.393938640753428,M4,1,2
48,4,0.397497028112411,0.464972073833148,M4,1,2
48,5,0.39185519516468,0.429169148206711,M4,1,2
49,1,0.424212381243706,0.44489678243796,M4,1,3
49,2,0.395336131254832,0.4298910399278,M4,1,3
49,3,0.437116990486781,0.45610344906648,M4,1,3
49,4,0.456388185421626,0.460336754719416,M4,1,3
49,5,0.380377435684204,0.464166909456253,M4,1,3
50,1,0.304473547140757,0.14226096868515,M4,1,3
50,2,0.296701272328695,0.150442202885946,M4,1,3
50,3,0.301002665360769,0.249841066201528,M4,1,3
50,4,0.335010914007823,0.179734758536021,M4,1,3
50,5,0.365813310657229,0.200849890708923,M4,1,3
51,1,0.202906101942062,0.0716449220975239,M4,1,3
51,2,0.185260405143102,0.0860062092542648,M4,1,3
51,3,0.220492124557495,0.0752048989137014,M4,1,3
51,4,0.171827798088392,0.0619181344906488,M4,1,3
51,5,0.160496372442979,0.047928145298591,M4,1,3
