Session,OrderParts,LFP_Perf,MUAe_Perf,Name,Sex,Depth
47,3,0.731773848163804,0.654866958600481,M4,1,2
47,4,0.756979154168168,0.698722783568886,M4,1,2
47,5,0.704045743472126,0.654135916098605,M4,1,2
48,1,0.70284542064864,0.712296770660202,M4,1,2
48,2,0.744936154456567,0.675651967644761,M4,1,2
48,3,0.719743150705434,0.692034771614267,M4,1,2
48,4,0.653343459049602,0.746326557201812,M4,1,2
48,5,0.68779234757865,0.685342661612106,M4,1,2
49,1,0.767613538505612,0.663084992483714,M4,1,3
49,2,0.687859847120676,0.750039757305642,M4,1,3
49,3,0.691827554845747,0.689600834570002,M4,1,3
49,4,0.693339232099605,0.689074805996867,M4,1,3
49,5,0.670161030152977,0.722104591405254,M4,1,3
50,1,0.580615537634099,0.497062750437445,M4,1,3
50,2,0.577393949025463,0.465586119500569,M4,1,3
50,3,0.650061607401692,0.509332390535045,M4,1,3
50,4,0.679848416111385,0.521064417057603,M4,1,3
50,5,0.634302853520938,0.479374963479768,M4,1,3
51,1,0.471295542044151,0.278233677681381,M4,1,3
51,2,0.476967624964613,0.348468959196112,M4,1,3
51,3,0.55602409203198,0.362026203720328,M4,1,3
51,4,0.456285552770778,0.334324620812794,M4,1,3
51,5,0.461678293297277,0.319853349423834,M4,1,3
