Session,OrderParts,LFP_Perf,MUAe_Perf,Name,Sex,Depth
31,3,0.27382216232215,0.29984970181988,M1,1,4
31,4,0.232584176710333,0.272000239427591,M1,1,4
31,5,0.287160608868028,0.374946203071601,M1,1,4
32,1,0.295118445577032,0.103605988292133,F1,2,4
32,2,0.217692294541324,0.0958280775415295,F1,2,4
32,3,0.269571852333053,0.134935965775321,F1,2,4
32,4,0.268472368940953,0.119759027472758,F1,2,4
32,5,0.261470922416952,0.110559170863777,F1,2,4
33,1,0.329028082344787,0.439529239940104,M3,1,4
33,2,0.335826147108567,0.451386266021777,M3,1,4
33,3,0.381349660275571,0.596814509109937,M3,1,4
33,4,0.429944652178232,0.572142420574276,M3,1,4
33,5,0.329550574057203,0.564130108444615,M3,1,4
34,1,0.170960962350111,0.0725077255031155,M2,1,4
34,2,0.118274870024978,0.0584956974906175,M2,1,4
34,3,0.216934018786283,0.050773035527064,M2,1,4
34,4,0.263099804464637,0.077637560005399,M2,1,4
34,5,0.203664073978703,0.0876786602561662,M2,1,4
35,1,0.105773800906702,0.0595463054265931,M2,1,4
35,2,0.0867945125145177,0.0414811718048242,M2,1,4
35,3,0.0892412526185481,0.0584215312175206,M2,1,4
35,4,0.105378973898896,0.0205550580832577,M2,1,4
35,5,0.0841009993698067,0.0681087964432791,M2,1,4
36,1,0.0705585318476144,0.142611872489521,F3,2,4
36,2,0.0722865684450022,0.145964116154455,F3,2,4
36,3,0.0214072912769447,0.180777881785674,F3,2,4
36,4,0.0980147561297109,0.286884924567711,F3,2,4
36,5,0.0340942812023162,0.0875380379285104,F3,2,4
37,1,0.228794871031469,0.0654880706192913,F1,2,4
37,2,0.184546899153371,0.0734975460017858,F1,2,4
37,3,0.186909946184844,0.0785311448314328,F1,2,4
37,4,0.192871579117538,0.041086687300772,F1,2,4
37,5,0.184600612772189,0.0559518590446657,F1,2,4
38,1,0.321488782786611,0.419605410492475,M3,1,4
38,2,0.289828275545791,0.421054953583621,M3,1,4
38,3,0.319743109916319,0.502816881349016,M3,1,4
38,4,0.380103181367917,0.547459370293342,M3,1,4
38,5,0.385070277166919,0.588964169528256,M3,1,4
39,1,0.554742678497343,0.510251487397359,M1,1,5
39,2,0.352866495896324,0.482200045274405,M1,1,5
39,3,0.479013231530695,0.503932976720388,M1,1,5
39,4,0.605103765352928,0.547589891135684,M1,1,5
39,5,0.368320431803037,0.489391197791612,M1,1,5
40,1,0.0963201816240576,0.0998128518866992,F1,2,5
40,2,0.097598938414576,0.0954640008333346,F1,2,5
40,3,0.077743293304332,0.08697644923676,F1,2,5
40,4,0.159138546922292,0.0773655926911195,F1,2,5
40,5,0.0822092562216788,0.0762335851782018,F1,2,5
41,1,0.0843675901571797,0.024502988101374,M2,1,5
41,2,0.102677383591132,0.0592580139266041,M2,1,5
41,3,0.0417105572075897,0.0317671078179561,M2,1,5
41,4,0.0656421408774164,0.0157918896286207,M2,1,5
41,5,0.0207917073580221,0.0227535237492193,M2,1,5
42,1,0.346366079778013,0.406085226095041,F2,2,5
42,2,0.235495822264198,0.285065608298657,F2,2,5
42,3,0.363378942953044,0.48303089074584,F2,2,5
42,4,0.323155498829179,0.446462068334764,F2,2,5
42,5,0.275637087555376,0.372163606117584,F2,2,5
43,1,0.244960996633427,0.234262312388909,F1,2,5
43,2,0.190970351441558,0.229990177165902,F1,2,5
43,3,0.264934263051096,0.248532698628174,F1,2,5
43,4,0.128516411905438,0.191101563891341,F1,2,5
43,5,0.237667451473005,0.251861684504182,F1,2,5
44,1,0.313262176775228,0.31937675997405,M1,1,5
44,2,0.324163865928031,0.22709268754906,M1,1,5
44,3,0.514857103992304,0.379724376129236,M1,1,5
44,4,0.280200322187032,0.332689218754032,M1,1,5
44,5,0.261743610587741,0.284303382249117,M1,1,5
45,1,0.124179078952361,0.267731092554988,F2,2,5
45,2,0.0412631720496558,0.190556784932716,F2,2,5
45,3,0.170671194202,0.265380991414055,F2,2,5
45,4,0.146734057626422,0.165933249180875,F2,2,5
45,5,0.128207332547328,0.0572683909725705,F2,2,5
46,1,0.476665189676426,0.462013532284065,M4,1,2
46,2,0.524383183588951,0.467494484761165,M4,1,2
46,3,0.630919201719386,0.611923834468552,M4,1,2
46,4,0.524276627856704,0.581944201582854,M4,1,2
46,5,0.438847740693013,0.465567248271178,M4,1,2
47,1,0.505241662968688,0.395592857724609,M4,1,2
47,2,0.364968117109827,0.326854325177569,M4,1,2
47,3,0.540232876223249,0.324857487043167,M4,1,2
47,4,0.393429507518884,0.277113795173898,M4,1,2
47,5,0.449797566797911,0.312067403324778,M4,1,2
48,1,0.423052765724228,0.36371786471297,M4,1,2
48,2,0.393353149547494,0.304151595901357,M4,1,2
48,3,0.4164915518467,0.384553301870225,M4,1,2
48,4,0.406235204533563,0.345928236646036,M4,1,2
48,5,0.371517285935183,0.396723271555649,M4,1,2
49,1,0.447402590650861,0.43798483304028,M4,1,3
49,2,0.426768348953969,0.329818267472368,M4,1,3
49,3,0.481430861526458,0.437358942054362,M4,1,3
49,4,0.411305484335424,0.358365561295617,M4,1,3
49,5,0.286788814479419,0.394338148853186,M4,1,3
50,1,0.362694841811266,0.268006165343416,M4,1,3
50,2,0.283134054476039,0.193626483576856,M4,1,3
50,3,0.270373895456256,0.249411932596506,M4,1,3
50,4,0.32929774763997,0.172977225037765,M4,1,3
50,5,0.26077214813384,0.242733372506275,M4,1,3
51,1,0.259509716716635,0.0907662883658647,M4,1,3
51,2,0.183817769844941,0.0960392480484767,M4,1,3
51,3,0.226954240213573,0.055439469861878,M4,1,3
51,4,0.210768409693916,0.0658550743553445,M4,1,3
51,5,0.202554353031707,0.0412517269845367,M4,1,3
