Session,Perf_LFP,Perf_MUAe,Birds,Sex,Depth
18,21.4285714285714,0,F1,2,3
18,5.88235294117647,11.7647058823529,F1,2,3
18,5.88235294117647,11.7647058823529,F1,2,3
18,41.1764705882353,17.6470588235294,F1,2,3
18,23.5294117647059,11.7647058823529,F1,2,3
18,17.6470588235294,17.6470588235294,F1,2,3
18,17.6470588235294,17.6470588235294,F1,2,3
18,47.0588235294118,23.5294117647059,F1,2,3
18,17.6470588235294,0,F1,2,3
18,23.5294117647059,17.6470588235294,F1,2,3
18,23.5294117647059,17.6470588235294,F1,2,3
18,29.4117647058824,23.5294117647059,F1,2,3
18,35.2941176470588,52.9411764705882,F1,2,3
18,17.6470588235294,35.2941176470588,F1,2,3
18,52.9411764705882,23.5294117647059,F1,2,3
18,11.7647058823529,29.4117647058824,F1,2,3
18,47.0588235294118,29.4117647058824,F1,2,3
18,58.8235294117647,17.6470588235294,F1,2,3
18,47.0588235294118,29.4117647058824,F1,2,3
18,41.1764705882353,17.6470588235294,F1,2,3
18,17.6470588235294,17.6470588235294,F1,2,3
18,50,16.6666666666667,F1,2,3
18,25,16.6666666666667,F1,2,3
18,41.6666666666667,16.6666666666667,F1,2,3
18,25,0,F1,2,3
18,50,25,F1,2,3
18,58.3333333333333,8.33333333333333,F1,2,3
18,50,33.3333333333333,F1,2,3
18,41.6666666666667,41.6666666666667,F1,2,3
18,41.6666666666667,8.33333333333333,F1,2,3
18,16.6666666666667,16.6666666666667,F1,2,3
18,23.5294117647059,17.6470588235294,F1,2,3
18,29.4117647058824,11.7647058823529,F1,2,3
18,17.6470588235294,23.5294117647059,F1,2,3
18,29.4117647058824,23.5294117647059,F1,2,3
18,23.5294117647059,5.88235294117647,F1,2,3
18,41.1764705882353,29.4117647058824,F1,2,3
18,41.1764705882353,29.4117647058824,F1,2,3
18,0,41.1764705882353,F1,2,3
18,5.88235294117647,17.6470588235294,F1,2,3
18,17.6470588235294,5.88235294117647,F1,2,3
19,95.8333333333333,75,M3,1,3
19,58.3333333333333,54.1666666666667,M3,1,3
19,66.6666666666667,79.1666666666667,M3,1,3
19,87.5,79.1666666666667,M3,1,3
19,45.8333333333333,75,M3,1,3
19,16.6666666666667,50,M3,1,3
19,50,62.5,M3,1,3
19,54.1666666666667,66.6666666666667,M3,1,3
19,50,66.6666666666667,M3,1,3
19,87.5,75,M3,1,3
19,62.5,45.8333333333333,M3,1,3
19,79.1666666666667,66.6666666666667,M3,1,3
19,66.6666666666667,66.6666666666667,M3,1,3
19,50,58.3333333333333,M3,1,3
19,25,29.1666666666667,M3,1,3
19,41.6666666666667,45.8333333333333,M3,1,3
19,58.3333333333333,58.3333333333333,M3,1,3
19,70.8333333333333,54.1666666666667,M3,1,3
19,70.8333333333333,66.6666666666667,M3,1,3
19,54.1666666666667,75,M3,1,3
19,63.1578947368421,73.6842105263158,M3,1,3
19,47.3684210526316,42.1052631578947,M3,1,3
19,47.3684210526316,36.8421052631579,M3,1,3
19,47.3684210526316,52.6315789473684,M3,1,3
19,47.3684210526316,52.6315789473684,M3,1,3
19,5.26315789473684,36.8421052631579,M3,1,3
19,68.4210526315789,52.6315789473684,M3,1,3
19,52.6315789473684,36.8421052631579,M3,1,3
19,42.1052631578947,31.5789473684211,M3,1,3
19,15.7894736842105,10.5263157894737,M3,1,3
19,77.2727272727273,72.7272727272727,M3,1,3
19,77.2727272727273,81.8181818181818,M3,1,3
19,90.9090909090909,86.3636363636364,M3,1,3
19,86.3636363636364,81.8181818181818,M3,1,3
19,22.7272727272727,50,M3,1,3
19,31.8181818181818,59.0909090909091,M3,1,3
19,22.7272727272727,31.8181818181818,M3,1,3
19,68.1818181818182,59.0909090909091,M3,1,3
19,59.0909090909091,72.7272727272727,M3,1,3
19,59.0909090909091,86.3636363636364,M3,1,3
19,88.8888888888889,55.5555555555556,M3,1,3
19,55.5555555555556,83.3333333333333,M3,1,3
19,77.7777777777778,88.8888888888889,M3,1,3
19,61.1111111111111,72.2222222222222,M3,1,3
19,33.3333333333333,44.4444444444444,M3,1,3
19,22.2222222222222,44.4444444444444,M3,1,3
19,44.4444444444444,44.4444444444444,M3,1,3
19,55.5555555555556,72.2222222222222,M3,1,3
19,55.5555555555556,77.7777777777778,M3,1,3
19,38.8888888888889,50,M3,1,3
19,57.1428571428571,71.4285714285714,M3,1,3
19,78.5714285714286,92.8571428571429,M3,1,3
19,71.4285714285714,85.7142857142857,M3,1,3
19,14.2857142857143,42.8571428571429,M3,1,3
19,64.2857142857143,71.4285714285714,M3,1,3
19,14.2857142857143,21.4285714285714,M3,1,3
19,71.4285714285714,78.5714285714286,M3,1,3
19,57.1428571428571,50,M3,1,3
19,50,78.5714285714286,M3,1,3
19,57.1428571428571,71.4285714285714,M3,1,3
19,41.1764705882353,47.0588235294118,M3,1,3
19,70.5882352941177,82.3529411764706,M3,1,3
19,58.8235294117647,58.8235294117647,M3,1,3
19,58.8235294117647,58.8235294117647,M3,1,3
19,35.2941176470588,47.0588235294118,M3,1,3
19,11.7647058823529,47.0588235294118,M3,1,3
19,58.8235294117647,64.7058823529412,M3,1,3
19,52.9411764705882,58.8235294117647,M3,1,3
19,47.0588235294118,29.4117647058824,M3,1,3
19,35.2941176470588,47.0588235294118,M3,1,3
19,76.4705882352941,94.1176470588235,M3,1,3
19,70.5882352941177,94.1176470588235,M3,1,3
19,94.1176470588235,94.1176470588235,M3,1,3
19,64.7058823529412,88.2352941176471,M3,1,3
19,41.1764705882353,58.8235294117647,M3,1,3
19,29.4117647058824,41.1764705882353,M3,1,3
19,76.4705882352941,70.5882352941177,M3,1,3
19,64.7058823529412,70.5882352941177,M3,1,3
19,58.8235294117647,70.5882352941177,M3,1,3
19,58.8235294117647,76.4705882352941,M3,1,3
19,83.3333333333333,66.6666666666667,M3,1,3
19,50,75,M3,1,3
19,50,91.6666666666667,M3,1,3
19,75,91.6666666666667,M3,1,3
19,25,41.6666666666667,M3,1,3
19,16.6666666666667,0,M3,1,3
19,58.3333333333333,75,M3,1,3
19,83.3333333333333,91.6666666666667,M3,1,3
19,91.6666666666667,75,M3,1,3
19,25,33.3333333333333,M3,1,3
19,76.4705882352941,82.3529411764706,M3,1,3
19,88.2352941176471,94.1176470588235,M3,1,3
19,76.4705882352941,82.3529411764706,M3,1,3
19,17.6470588235294,52.9411764705882,M3,1,3
19,35.2941176470588,58.8235294117647,M3,1,3
19,23.5294117647059,23.5294117647059,M3,1,3
19,82.3529411764706,64.7058823529412,M3,1,3
19,64.7058823529412,64.7058823529412,M3,1,3
19,58.8235294117647,64.7058823529412,M3,1,3
19,17.6470588235294,52.9411764705882,M3,1,3
20,70.8333333333333,62.5,M2,1,3
20,70.8333333333333,66.6666666666667,M2,1,3
20,41.6666666666667,62.5,M2,1,3
