Session,Perf_LFP,Perf_MUAe,Birds,Sex,Depth
11,68.4210526315789,68.4210526315789,M2,1,2
11,84.2105263157895,73.6842105263158,M2,1,2
11,89.4736842105263,68.4210526315789,M2,1,2
11,52.6315789473684,78.9473684210526,M2,1,2
11,73.6842105263158,73.6842105263158,M2,1,2
11,63.1578947368421,73.6842105263158,M2,1,2
11,52.6315789473684,63.1578947368421,M2,1,2
11,63.1578947368421,78.9473684210526,M2,1,2
11,73.6842105263158,52.6315789473684,M2,1,2
11,56,64,M2,1,2
11,52,64,M2,1,2
11,64,56,M2,1,2
11,64,72,M2,1,2
11,60,60,M2,1,2
11,80,80,M2,1,2
11,56,68,M2,1,2
11,48,64,M2,1,2
11,48,64,M2,1,2
11,75,90,M2,1,2
11,70,75,M2,1,2
11,90,85,M2,1,2
11,80,70,M2,1,2
11,50,85,M2,1,2
11,75,35,M2,1,2
11,80,65,M2,1,2
11,35,65,M2,1,2
11,95,90,M2,1,2
11,40,60,M2,1,2
11,60,53.3333333333333,M2,1,2
11,53.3333333333333,93.3333333333333,M2,1,2
11,80,60,M2,1,2
11,73.3333333333333,53.3333333333333,M2,1,2
11,80,60,M2,1,2
11,66.6666666666667,53.3333333333333,M2,1,2
11,73.3333333333333,73.3333333333333,M2,1,2
11,33.3333333333333,66.6666666666667,M2,1,2
11,58.8235294117647,41.1764705882353,M2,1,2
11,41.1764705882353,47.0588235294118,M2,1,2
11,29.4117647058824,17.6470588235294,M2,1,2
11,64.7058823529412,29.4117647058824,M2,1,2
11,58.8235294117647,41.1764705882353,M2,1,2
11,41.1764705882353,82.3529411764706,M2,1,2
11,64.7058823529412,47.0588235294118,M2,1,2
11,47.0588235294118,64.7058823529412,M2,1,2
11,41.1764705882353,41.1764705882353,M2,1,2
11,52.9411764705882,58.8235294117647,M2,1,2
11,88.2352941176471,82.3529411764706,M2,1,2
11,76.4705882352941,82.3529411764706,M2,1,2
11,58.8235294117647,70.5882352941177,M2,1,2
11,64.7058823529412,76.4705882352941,M2,1,2
11,70.5882352941177,76.4705882352941,M2,1,2
11,52.9411764705882,58.8235294117647,M2,1,2
11,70.5882352941177,94.1176470588235,M2,1,2
11,66.6666666666667,66.6666666666667,M2,1,2
11,100,66.6666666666667,M2,1,2
11,41.6666666666667,75,M2,1,2
11,66.6666666666667,66.6666666666667,M2,1,2
11,66.6666666666667,83.3333333333333,M2,1,2
11,41.6666666666667,66.6666666666667,M2,1,2
11,83.3333333333333,91.6666666666667,M2,1,2
11,25,50,M2,1,2
11,58.3333333333333,91.6666666666667,M2,1,2
11,83.3333333333333,100,M2,1,2
11,72.2222222222222,44.4444444444444,M2,1,2
11,50,38.8888888888889,M2,1,2
11,44.4444444444444,33.3333333333333,M2,1,2
11,50,55.5555555555556,M2,1,2
11,50,61.1111111111111,M2,1,2
11,61.1111111111111,27.7777777777778,M2,1,2
11,44.4444444444444,44.4444444444444,M2,1,2
11,22.2222222222222,22.2222222222222,M2,1,2
12,29.1666666666667,33.3333333333333,F1,2,2
12,20.8333333333333,50,F1,2,2
12,16.6666666666667,33.3333333333333,F1,2,2
12,16.6666666666667,41.6666666666667,F1,2,2
12,12.5,58.3333333333333,F1,2,2
12,20.8333333333333,62.5,F1,2,2
12,25,58.3333333333333,F1,2,2
12,8.33333333333333,29.1666666666667,F1,2,2
12,16.6666666666667,58.3333333333333,F1,2,2
12,16.6666666666667,45.8333333333333,F1,2,2
12,12.5,50,F1,2,2
12,8.33333333333333,33.3333333333333,F1,2,2
12,20.8333333333333,20.8333333333333,F1,2,2
12,8.33333333333333,50,F1,2,2
12,25,37.5,F1,2,2
12,8.33333333333333,33.3333333333333,F1,2,2
12,16.6666666666667,62.5,F1,2,2
12,16.6666666666667,33.3333333333333,F1,2,2
12,12.5,50,F1,2,2
12,20.8333333333333,70.8333333333333,F1,2,2
12,26.3157894736842,52.6315789473684,F1,2,2
12,10.5263157894737,36.8421052631579,F1,2,2
12,10.5263157894737,36.8421052631579,F1,2,2
12,31.5789473684211,31.5789473684211,F1,2,2
12,15.7894736842105,31.5789473684211,F1,2,2
